board,decision
         ,8
   X O   ,9
 OO  X  X,7
 X O     ,5
XXO      ,6
   X     ,2
  XX O   ,1
 OXOXO XX,1
         ,3
 XO  XOX ,5
OX       ,5
O   XOX X,8
       XO,5
 XX XO  O,8
OXOX   X ,5
O XO  XXO,5
         ,2
         ,5
         ,2
 OXX  O  ,9
X XO OX  ,5
     X O ,9
       X ,4
 X  O XO ,1
         ,9
  X O    ,4
      X O,1
       X ,2
OO  X  X ,3
XOX OOX  ,4
X XOO X O,2
OO XXOXOX,3
     O X ,3
     XXO ,5
 XX OX  O,1
OX     X ,9
X X  O   ,2
OX OOX XX,7
X  OO X X,6
 X  XO   ,1
       X ,1
X O      ,5
      XO ,5
    XX O ,4
XO X X OO,5
 OOXXO  X,1
         ,5
 XOX    O,6
XXOX    O,6
XX OOXOX ,3
  O     X,5
 OOX   X ,7
 X O XO  ,9
XO X  O X,5
XO X X  O,7
         ,1
        X,1
 O  X   X,1
 O     X ,1
XOXO XO  ,9
OX X O   ,3
X   XOOXO,2
O X  X O ,9
 XXO O  X,5
XX O OX  ,5
 O X XOXO,5
XX   O XO,3
XX XOO  O,7
 XX    O ,1
 OXOX O X,1
        X,5
XO OX    ,9
OXOOOXX X,8
  OX   XO,1
 OOOXXX X,1
    OOX X,8
         ,1
         ,5
 XO O   X,1
X O XO   ,9
         ,7
 XOX  X O,6
O XX OOX ,5
     XO  ,8
         ,5
OXX  OXOX,5
O OX X OX,5
         ,5
     X   ,5
  O  X X ,5
XX   OOXO,3
  X XO  O,7
XXO      ,9
X       O,7
 O     X ,7
OXOX    X,8
         ,1
         ,9
X        ,3
    X O  ,4
 OOXXOXOX,1
XO   O XX,5
XX   OOXO,5
X   X   O,2
O   OXX X,3
OXOX O X ,5
   X O X ,5
    X    ,4
  X OX   ,9
O OX XXO ,5
O OOXXXXO,2
         ,5
         ,7
O XXOXO  ,9
 OXOO X X,6
       X ,5
X    X O ,7
  OX X   ,5
  X  XO  ,9
    XXXOO,4
OX  X O  ,8
   OXO  X,1
X  O O X ,7
X  X O O ,7
XOO XXO  ,4
 X   O OX,5
O X   OX ,4
    O  XX,7
      XXO,1
OO  XXOX ,4
XXO O  X ,7
  X     O,5
   X OXO ,1
O    OXX ,9
XOO XX   ,9
OXOX XXOO,5
 OXXOXX O,1
 O O X X ,1
  X O  XO,1
XO   OX  ,4
 X       ,1
XO    XO ,4
X  XO    ,7
 OXO XOX ,9
       X ,1
    XOOX ,2
 XX    OO,1
         ,3
         ,5
XOOOX XXO,6
 XOO XO X,5
XO   X  O,8
XOXOXOOX ,9
   XX  O ,6
 OXX  OX ,6
         ,5
        X,8
 X  X OO ,1
   X OXOX,1
   X     ,7
   OXO X ,2
         ,7
         ,5
 OOX XO X,5
X  X X OO,7
O    X   ,9
X X OOX  ,4
XOX XOOX ,9
X OOX    ,9
         ,7
         ,6
 O  X X  ,3
    X    ,4
X        ,7
         ,5
X XOXO XO,2
   X  O  ,9
  XXOXOO ,9
 XOX  OX ,5
  O  XOXX,5
 X O     ,5
        X,5
OX O    X,7
XX OO  XO,3
X  OOXXO ,2
  XO OX  ,5
  X  X  O,1
O X  X O ,9
         ,5
X O XO X ,9
 OXX     ,6
 X O XO  ,3
 X  O  X ,9
 O OX XXO,3
   X OXO ,1
 X   OX  ,5
         ,5
        X,3
  OOXXOXX,1
 OXOX    ,7
         ,6
OX XOOXOX,3
  X     O,2
     X   ,9
XXOXXOOO ,9
  XOO   X,6
 O   X   ,7
      OXX,2
         ,5
     X   ,3
XOO   OXX,5
 XXXO XOO,1
XOX OX XO,7
   O X X ,7
XXOX X OO,7
 X   O   ,5
 O  OX  X,3
       X ,5
  XX  O  ,9
  X      ,5
X O OX X ,7
  X  OOX ,4
 O XX X O,3
 XO  X   ,5
X  OX XOO,3
         ,5
   X XO  ,3
       X ,3
 O XXOOXX,1
  XO XX O,5
  X O XXO,1
OOXX  XOX,5
  XXOXO O,8
X  O   X ,5
 XXOO O X,6
         ,1
XO X O OX,5
 X O X   ,5
 X OO  XX,6
O     X  ,3
         ,7
         ,9
  XO X   ,9
    OX   ,8
      X  ,8
     X  O,5
         ,9
       X ,4
OXX OXXO ,9
XOXXOXO O,8
XX      O,3
OXX  O XO,5
         ,5
