board,decision
  X X  O ,7
  O XX  O,4
OXOX  X O,6
OOXO  XX ,9
  O    X ,7
     O X ,9
    XO   ,3
  O    X ,1
 OXXO X  ,8
 X  O  X ,1
XX OXO O ,3
 O X X OX,5
OXX  OXOX,5
OOX   X  ,5
         ,5
O   OXXX ,9
XO   OXOX,4
OX    OX ,5
 OXXX O O,6
X  X OOOX,5
 OXX  O  ,8
   XX OO ,6
XX O X  O,3
X  OOXOX ,3
 X   O  X,1
XXO OOX  ,4
 X  O XOX,4
XOXX   O ,5
  O X O X,1
         ,5
    OXXOX,2
  X OOX  ,4
  XXOX O ,2
 XXXO   O,1
  X O  OX,6
        X,7
OX X     ,5
O  XO XX ,9
   X OX  ,1
   O  X  ,9
 O X   X ,1
XO OX XO ,3
XOX XXO O,8
  X      ,5
 XX O XO ,1
         ,3
      O X,3
XX XOX OO,7
       X ,7
         ,1
OX       ,8
OXOX OOXX,5
OO   XXXO,5
  O X    ,1
OO  X X  ,3
XX OO XO ,3
     O X ,9
    OX   ,9
X O  OXX ,9
    X    ,4
         ,5
XO     X ,9
X      O ,2
 O  X XO ,3
  O   X X,5
 OX  XXO ,5
   OXX   ,3
O    XO X,3
O X      ,5
         ,3
X XOXO  O,7
 X XO  O ,7
         ,5
O    X   ,4
 X   O  X,7
 XXXOOOXO,1
OXX   OX ,4
X   OXOOX,3
  XXOO XO,1
 X  OXOX ,3
OXX OOX X,4
         ,3
X        ,4
         ,5
  XO OX X,5
  XOXXOO ,9
   XXOOOX,1
         ,9
OX  XO OX,3
 XOX     ,7
   X   O ,7
XO OOXXX ,3
OOXXX  O ,6
OXO  OX X,8
 XXO O   ,1
    XXXOO,4
O XOXO  X,7
X  O  X  ,9
OX XOO  X,8
        X,6
XO O  XOX,5
X OOOXXXO,2
        X,1
         ,9
OO  X  X ,3
O X X  OX,6
O     X  ,9
O X    OX,6
X  O     ,9
O OX XXOX,2
 OXXO   X,8
XOXO XXO ,5
XOXX XOO ,9
XX O    O,3
    X    ,9
X O X    ,9
O  OXO XX,7
       X ,1
         ,5
 X      O,8
 O X X   ,9
   X     ,5
  XX OO  ,5
   O    X,5
  OXX  OX,1
OOXXOXX  ,9
O X  X   ,9
XOO XOXX ,9
    X O  ,1
   X XO O,5
 OX      ,5
        X,1
 XXO  O  ,1
      X  ,9
  X      ,6
X   O   X,4
         ,9
 X  OX O ,4
OOX  X X ,9
O X  O  X,4
         ,5
  XXO   O,1
       X ,6
     X   ,5
         ,7
 X  O    ,1
XXOX XOO ,5
 O OX XOX,3
OXXO  XO ,5
 X O X O ,3
         ,8
     X   ,3
  X    O ,5
         ,9
 O  X OX ,1
XOX XXO O,8
XO X     ,5
X       O,8
OXXXOOOX ,9
XO XOXOX ,3
  OOXXO X,1
  XO O  X,7
 XOX  O X,5
  X      ,5
O X O X  ,9
  OX   X ,2
  XXO  O ,1
    O  X ,7
  OOXXXXO,1
 X OXOO X,1
X        ,2
OXOX O  X,8
OXXXOO OX,7
         ,7
      X  ,4
   O X XO,5
  OOXOX X,8
   O X   ,7
    XOOX ,2
OXOXXO   ,8
X X  O   ,9
X   O  X ,4
O XXO    ,9
  X XXOO ,9
X O   X  ,4
  X XOOX ,2
XOOOOXX X,8
 XO OX  X,7
  O  O XX,7
XX X   OO,7
OX  XOX  ,3
 OX XO   ,7
    OX OX,3
XXOX  O  ,5
X XX O  O,7
XOOX  OXX,5
  O X XO ,1
XOX O  XO,4
         ,5
 O OX   X,1
X XOO XXO,6
    XO   ,3
OXOXXO  X,7
 OX XO XO,7
 X O     ,1
         ,9
  XX  OOX,6
XO   X   ,7
  XX    O,1
O O    XX,7
X X  O  O,2
 XX  XO O,8
 X O XOXO,5
   X     ,9
  OX O  X,7
         ,1
  O  OX X,8
OXOXX    ,8
XO XOXOX ,3
X     O  ,2
O XX OOX ,5
         ,3
       OX,5
         ,7
         ,5
XX    OO ,3
 X X OXO ,1
         ,1
X XOXOO  ,2
         ,6
     X   ,3
X  O     ,5
 XXOO X  ,6
 OX OO XX,7
  O XOOXX,1
 XO      ,5
         ,3
    X   O,3
  X X   O,7
         ,9
  X  O   ,5
   X XXOO,5
 O     X ,5
   O  XX ,5
XX  OXO O,3
  X    O ,9
X       O,7
X O X X O,6
 OOOXXXXO,1
 X XO OOX,3
X        ,5
X        ,9
   X     ,5
O OXX   X,2
X XXOOOOX,2
         ,9
   O   X ,5
XOO   XX ,9
     XO X,4
X OO   X ,6
XXOO    X,5
O XXXOOXO,2
OXXOXO  X,7
 O OOXX X,8
XOOOXXXO ,9
 X     O ,5
XOXO   OX,6
     XO  ,3
  X XXOO ,9
O X  XO  ,9
XOX OOXX ,4
       X ,2
XOXXO    ,8
XOX X  O ,7
O   X X O,3
         ,5
 O OXXXO ,3
XOXOXOOX ,9
    O   X,7
XX  O O X,3
 X  O  XO,1
         ,1
XOO  XX O,4
 XXXXO OO,7
X O   XO ,4
 X X O O ,9
         ,5
 XX    O ,1
 O XXO   ,3
 X XO    ,3
   O OXX ,9
         ,8
 X X  O  ,8
XO O X   ,5
X  OOX   ,7
X  X X OO,7
X   XXO O,8
  X  O  X,1
 OOOXX  X,1
  X      ,9
        X,8
X OXOX OX,2
OX   X  O,5
 OOX X   ,5
X   O X  ,4
X     XOO,4
OOXOXX   ,9
  OX  X O,1
 O  X  OX,1
 O  X    ,1
     O X ,5
      X  ,5
 XOOXO  X,8
         ,2
         ,5
         ,1
OX X XXOO,5
O    XO X,3
  XO   X ,5
    XXXOO,2
         ,7
         ,5
O OXOX XX,2
   X  O  ,5
XXOXO  XO,6
  O X O X,1
         ,5
  X    O ,5
 XXO O   ,1
   O X  X,3
XX OXO   ,3
OOXXXO  X,8
X  OXO   ,9
X  XX  OO,7
      OX ,4
OXXOO XX ,6
  X O O X,6
         ,6
OO X XX  ,3
OXO  X   ,5
  X  OOX ,4
         ,9
  X      ,5
X   O   X,8
 XO  X  O,7
         ,6
  X O XOX,2
         ,5
         ,5
    O X  ,9
 X  O  XO,1
OOXX O X ,7
   XOX O ,2
X X OOXOX,4
         ,1
 XX   O  ,1
XXOOOX XO,7
         ,8
 O O   XX,7
         ,5
   X     ,5
   XXOO  ,8
         ,9
  X     O,7
  O XX   ,1
    O   X,7
XO OX OX ,9
         ,7
O      X ,5
O OX XOX ,5
      X  ,9
OXX XXO O,4
  OXOXXXO,1
         ,9
         ,8
         ,5
XOXOOX   ,9
     O X ,9
    X   O,7
O X  OX X,8
  O X XOX,1
 X XX O O,8
O       X,3
OXX    XO,5
 X       ,5
 O   X   ,3
  XX OO  ,9
    XO OX,1
 XX  OO  ,1
 XOXO XXO,6
 OXX  O  ,9
  XO    X,5
 OX  OXOX,5
      X O,3
XOXXOO XO,7
 OXXO  X ,7
X     OOX,5
   OX    ,1
  OOXOXX ,9
 O  XXO  ,4
         ,9
   OX    ,1
 XO OX OX,7
X OO  X  ,6
X  O  X  ,9
XX XO  OO,7
  O X XO ,1
      X  ,1
         ,5
  X    O ,9
         ,3
O XXOO X ,9
O    XOX ,4
O X OXOX ,9
         ,9
X  O     ,3
O X O X  ,9
    XXO  ,4
XO  O   X,8
 OX      ,5
         ,5
XOX  X O ,5
  X      ,9
X        ,5
         ,3
 X O X   ,3
OX  XO  X,8
XXOOX   O,8
XXO    O ,7
X XXOO  O,2
 X  XOXO ,3
O OOXXXX ,2
OOX  XOX ,9
 OO  X  X,7
  X      ,9
 XXXO  OO,1
  O O XX ,9
         ,5
X OX  O  ,5
X  OOXXOX,2
XOOO  X X,5
   X  O  ,9
    O X  ,1
X  X  O O,5
X XO   O ,2
XOO   XOX,5
X   XO  O,3
XX    XOO,4
OXXO     ,8
   OXXO X,1
  XX  O O,8
       X ,5
   X  O  ,9
X XO XOXO,2
XOO OXXXO,4
   OX  XO,2
OXO  OXX ,9
    OOXX ,9
         ,5
X  OO X  ,6
 OOX X   ,5
XOOXOX   ,7
  O  X   ,9
XX   OO  ,3
 X  X  O ,9
 X O     ,3
  XOO X X,6
X  O   XO,6
  O  XX  ,5
  XO OXOX,5
OXO   XOX,4
X XOO OXX,6
 O     XX,7
XOX   OOX,5
OO  XXO X,4
      X  ,5
         ,5
 OO   X X,8
         ,5
    OXX  ,9
 XX  OXOO,5
 O     X ,1
 X O X   ,5
         ,5
OXX  XXOO,5
O  XOOX X,8
O       X,3
XXOX  OO ,5
OX    X O,5
OXX      ,5
OO   X  X,3
O   X    ,3
  X     O,5
   X X OO,5
 OOX OXX ,9
 XOXXOOOX,1
 X       ,5
  X XX OO,7
     O X ,5
         ,5
 O X X O ,5
  OO XX  ,8
    X    ,4
         ,1
 XOXO XXO,1
X OO OX X,5
   OX X  ,1
       OX,3
O OXX   X,2
      XXO,1
  X  O  X,5
         ,7
         ,5
OXO  X OX,4
X OOXXOXO,2
O X   X  ,5
XOXOXOOX ,9
OO XO XX ,9
 OO XOXX ,9
   XO  X ,1
 X OOXOXX,1
  O X  OX,1
XO OO X X,8
 XO XOXO ,9
O X X O X,4
  OOX   X,1
 XO O X  ,9
  OOXX  X,1
X XO OXO ,5
O      X ,5
  O X   X,1
    O XXO,1
  OX    X,7
      X  ,9
XXOOXOX  ,9
  XO X O ,9
      X  ,5
    O   X,2
XOXOX    ,7
 OO    XX,7
X OXOX OX,2
OXOX X O ,5
 X  OO  X,4
XOX  OX O,4
         ,1
 X O XOXO,5
 O      X,7
 XX O X O,1
XX  O  OX,3
XO O  X  ,5
OXOOXXX O,8
  O XXOX ,2
   XOOX  ,1
 OX X    ,7
 XO X  O ,9
O XX     ,5
XXO OO XX,4
   XO    ,7
  XOX   O,7
  O  X   ,1
 OO XXXXO,1
XO X    O,7
OX XXO   ,8
         ,6
XXO     O,8
 XOOOXXXO,1
   O   XX,7
    X    ,3
        X,8
XO   OXOX,4
 XXXXOO O,8
       OX,5
    XO  X,1
  OX XO X,5
X OXOX O ,7
OX XX  O ,6
   O X   ,9
 X     O ,5
  X O    ,9
X  XOO X ,7
OXXO   X ,7
XX  O X O,4
XX OXX OO,7
 XOO  XOX,1
 X       ,1
         ,5
XOOOXX X ,7
X       O,6
     XO  ,4
XO XO  X ,7
  O XOXOX,1
 X X   O ,7
 X XXO  O,3
 XXO  OOX,6
   X     ,9
XX XOO XO,3
O OXX  X ,2
O   OX  X,3
X  X  OO ,9
 X    O  ,9
  X    XO,1
O X  OX X,5
X XO OXO ,2
 OX X  XO,7
 OX O X X,8
XX  XOO  ,9
    X    ,4
     O  X,7
XO   O  X,5
X  XXOOXO,3
         ,5
X  XXOO O,3
OX OXX   ,7
O      X ,3
OOXX  O X,6
    O XX ,9
        X,5
         ,3
X  XX  OO,7
O  O   XX,7
XXOOO   X,6
    X    ,7
       X ,3
 O  X    ,1
X    XO O,8
OX X  OXO,5
XO X  O  ,8
    OXX O,1
XO   OXOX,5
OX   X   ,5
    O   X,8
 OO OXXX ,9
X  O     ,5
    X    ,2
   X O   ,9
     XX O,5
 OO X XOX,1
 XXOXOO X,1
O  XX   O,6
OX X X O ,9
OXO X    ,8
         ,7
O  OXX   ,7
      X  ,5
X  XO    ,7
     O  X,5
OX XXO   ,8
X XOOXX O,2
         ,8
  OX XOX ,5
 OO OXXX ,9
 X  O X  ,9
 OXX OOX ,5
OOX XXO  ,9
   O X   ,9
O X O   X,6
  XO XOXO,1
    XO OX,1
X  X  O  ,5
   O   X ,7
         ,5
       X ,1
OXX  OO X,4
XOXO OXOX,5
X    O   ,3
X XO XO O,2
X   OX   ,7
  XX XO O,8
X OX XO  ,5
O XOO X X,6
 OOOXXXOX,1
         ,9
 XOXOXXOO,1
      X  ,1
 XOX    O,6
O  XXOXOX,2
      X  ,5
O X XO   ,7
  OX  XOX,1
   X     ,3
O X   X  ,2
  O X  OX,1
         ,4
    OX   ,3
   X     ,7
X        ,7
    OXXO ,2
 X   OO X,5
 O   OX X,8
 XXO   OX,6
  X O X  ,9
OOXOX  XX,7
X OXOX XO,7
         ,3
 O     X ,7
OXXXX  OO,7
XO       ,5
O XXOOXOX,2
O X OX X ,9
      X  ,5
 X X O   ,3
  X    O ,9
   XOOX  ,1
 X  OOXXO,1
  X  OX  ,5
 O OXX   ,1
         ,3
OXX XO O ,7
 OOXXOXX ,1
         ,1
X  OX    ,2
 XOX   O ,7
   XO  X ,7
 X    O  ,5
         ,5
         ,9
 X X O XO,3
  OO   XX,7
  X  X OO,7
   O   XX,6
XX  X  OO,7
 X  X   O,7
X  X O XO,3
  OOOXXX ,9
XO O X X ,9
X OX     ,5
XO       ,9
 O  XX   ,9
   O   X ,6
X    XO  ,5
 XOX XO O,5
O   XOXXO,2
OXOOXX OX,7
  XOX OXO,2
O   X OX ,2
         ,3
      O X,3
         ,3
O  XX    ,6
 XO  X   ,5
XOXXOO  X,8
  X      ,5
X O XXOO ,9
 X O O XX,5
  XOOXX  ,9
         ,5
X XO   XO,2
 XO  OOXX,5
X      O ,9
  O     X,7
O   X X O,3
X  XOO XO,7
   O  X  ,5
OX       ,5
 X O X XO,5
O XXOX   ,9
 OOX  X  ,1
X     X O,4
         ,8
 XO XO   ,8
X        ,6
XX  XOXOO,3
         ,8
         ,5
 X O   OX,1
    X    ,3
       X ,1
  X XO O ,7
O   X    ,2
 X  OOOXX,4
XO  O XX ,6
OXX   OX ,4
OOXOXX   ,7
   X     ,3
XX   O   ,3
O  X  X  ,2
 O X     ,3
 X       ,9
XOX  XXOO,5
   X O   ,9
X        ,4
  O O XX ,9
O X   X  ,5
 O     X ,3
XOOXO  XX,7
O OXX   X,2
 OX X O  ,4
  X    OX,6
XO       ,5
XXOO  X  ,6
XX      O,3
 XXX O O ,1
XXO XOO  ,8
 X   O  X,5
         ,9
OXOOXXXO ,9
    X    ,3
         ,5
         ,9
 XO    OX,5
OOX  XX  ,5
   O   X ,7
X     O  ,5
OOXOX   X,6
O    OX X,8
  OX     ,9
  O   X  ,1
  OXX  O ,6
 XX  OOXO,5
XX  O    ,3
O XX XOXO,5
X    OO X,5
         ,1
         ,5
 OO X  X ,4
     X  O,5
X  X XO O,8
        X,2
         ,9
    XO   ,9
 O   X   ,5
 O  OX X ,3
XO    X O,4
OX    O X,4
 XO     X,5
X   O OXX,3
    XOOXX,2
      X  ,8
X OO XXOX,5
         ,4
X OX XO O,5
     O  X,5
OX  O XX ,9
 O X  OX ,1
OXO X    ,8
X  O     ,5
   X  XO ,6
      X  ,4
XOX  OXOX,5
OXXO OXXO,5
OOXXX  O ,7
        X,7
         ,1
  X  O  X,5
  X OOXX ,4
 X OOXXXO,1
   O X   ,1
 OOO XXX ,9
OXXXOO  X,8
X O  XOXO,5
X OOXXO  ,9
OOXXOXX  ,8
OOXXOOXX ,9
         ,3
    X    ,6
         ,7
O  XXOX  ,3
 O X X  O,5
XOXO X O ,9
XO OOX  X,3
       OX,5
 XXOXO   ,7
X     O X,3
         ,6
XOO O X X,4
   X     ,1
 X       ,9
         ,5
X  X   O ,9
X  X   O ,7
 X X   O ,5
OX X XOOX,3
O X O  X ,4
   X O   ,9
 OOXXO X ,9
         ,5
         ,5
OX  OO XX,7
XO  OX XO,7
 OX  X   ,5
 X X  OXO,5
 O X  XOX,5
         ,8
   XOX   ,9
 O  O XX ,9
XX OX  O ,9
 OOXOXXX ,1
  X OO  X,4
  XX OO  ,1
OX    X  ,5
   OX  X ,2
       X ,5
XO  OX   ,9
 XO X   O,8
 XX OO   ,1
         ,9
 O  X  XO,3
         ,5
XO       ,7
X X    O ,9
  O X OX ,2
   O  XX ,9
 XXX OOXO,1
XOX  XOO ,9
O     XX ,2
   X     ,9
XOXX OOXO,5
O   OXXX ,9
     O X ,5
 OX     X,1
   X     ,3
X O OXX  ,4
      X  ,1
 XXO  X O,8
OOXXX O  ,6
 X OXO   ,8
X O   X O,4
  X    OX,2
XO  X X O,4
      X  ,1
         ,1
 XOOXX   ,8
         ,7
OX X  XO ,5
         ,8
  X      ,1
OXXXO  OX,7
   OXX OX,2
   OXX  O,7
         ,3
   OX    ,9
O  OXO XX,2
         ,9
  OXX XOO,1
 XX OO   ,1
      X  ,1
 XX  O O ,1
X    XOO ,3
  OX     ,6
  XXO   O,1
  X      ,7
 X     OX,5
         ,7
X        ,7
    X    ,3
   X X  O,5
         ,5
 XO XX  O,8
O XXXO   ,7
 XXOO XXO,6
      X  ,5
OOX X    ,7
XXO OXX O,4
         ,5
 XXO   O ,1
  OX XO X,5
      X  ,6
  O X    ,6
X  O OOXX,5
 XOX XOOX,5
O XXX   O,6
  XO  X O,5
O XX OXXO,5
 OO  XX  ,1
  OX    X,2
X        ,9
OXOXXOXO ,9
 XOOX O X,8
   OX   X,8
 XXO     ,1
XOO XO X ,9
  X  XO  ,9
X  OXOX  ,3
 X   X  O,8
X     O  ,3
         ,9
 X O     ,1
O  X     ,8
         ,3
X XOO   X,6
         ,4
     X   ,9
  X      ,5
 X OX   O,8
X   X  O ,7
X   OX XO,2
OXO XXXOO,4
O O XX XO,2
         ,7
OX X OXXO,3
X  OXX  O,8
OO XOXOXX,3
  X      ,1
X O XOOX ,9
  X      ,5
   OXO X ,2
X XOO    ,2
X  O  O X,5
X  OX XO ,9
         ,5
  XOXO XO,2
    X    ,7
 O      X,1
 OX  OOXX,5
 OO X XXO,6
 OOXX    ,6
         ,5
X  O XXO ,3
 O X   X ,6
X    O   ,4
XOX XO  O,7
 O X  OX ,3
X O   XO ,4
   X     ,5
 X XO O X,3
O X      ,9
OO  X OXX,4
O  X     ,9
O X XXO O,4
OXO XOXOX,4
        X,1
X       O,4
        X,5
   XOXOX ,3
XO X   O ,7
  XO  O X,6
 OX  X   ,5
  XXOX O ,2
 X O     ,5
O X   OX ,4
 X    XO ,1
  X XXOO ,9
  O XXOXO,2
 O   XXOX,5
  X   O  ,9
         ,5
   XO    ,7
  O XXO X,4
 OXX   O ,5
   O XX O,1
         ,1
   XOO X ,9
X   XXO O,8
 XOX  OX ,5
  X  X O ,9
   XO   X,7
OO OXXX X,3
 X OX O  ,8
 O O X XX,3
X      O ,3
         ,1
OOXO X X ,9
         ,5
XOX OXOX ,4
 XOXOO  X,7
         ,3
X XOX OXO,6
XO O    X,5
 XX X  OO,7
X        ,3
 O XOX  X,8
XXOO OX  ,5
   X     ,5
OX X X  O,5
 XXOOXX O,1
         ,5
 OOXO XX ,9
 X O   XO,5
OOXO  XX ,5
XOXOX OX ,6
XXOO XXO ,9
 X       ,3
 OX X OOX,1
 XOOX O X,1
  O XXO  ,4
XO  X    ,9
OXO  XXOX,5
  OOXOXX ,2
         ,3
  O  XXO ,2
        X,7
O O  XX X,2
  X      ,2
     OX  ,1
XXO OX   ,7
         ,3
XX  OO   ,3
XX  O OXO,3
 X OXXXOO,3
  X X  O ,7
    XO   ,3
X        ,9
  X      ,7
OO    XX ,9
XOXOX    ,9
XO OOX XX,3
OX X O  X,7
X   XO O ,9
X  X O O ,7
  X O X  ,1
XX      O,7
 X  OOOXX,4
  XO O XX,5
 OX      ,6
OX X O X ,9
 X O O  X,5
XOXO OX  ,5
OOXOX  XX,7
  O  X  X,5
XX XOOOXO,3
X XXOXOO ,9
 O O   XX,7
         ,9
         ,5
  X OXOX ,9
         ,3
         ,1
OX    X O,5
   XX  O ,7
X        ,7
  XXOXOO ,9
X O   XO ,4
 XOX     ,5
O    OXX ,9
         ,1
       X ,9
 XO  X   ,5
 XXOOX   ,1
 O XOXO X,3
OX   X   ,5
X        ,7
 O X XOOX,3
X   O    ,7
X        ,7
  XOXXOO ,9
 X OO  XX,6
  X  OOX ,4
X OOXX XO,7
O  XOO XX,7
XO XOX XO,3
    X    ,6
 XXO OX  ,5
X  X O   ,3
XOXO X O ,9
OOXX XOXO,5
 O X     ,3
    X XO ,3
OXOX XX O,5
  X   O  ,1
O  X    X,3
 O O  XX ,9
 OX XO XO,7
 X  O  OX,4
         ,7
 X   X  O,8
 OOX XX  ,1
  O XO X ,2
XO OOX XX,3
  OX   XO,5
 X XO   O,1
XOX OOXX ,4
         ,9
      X  ,2
   XO X  ,1
X XO OX O,5
XX X OOXO,3
 XXOO X  ,6
OXO OX XX,7
    O XX ,9
OO X XOXX,3
OX X   XO,5
    X    ,6
 O XO X X,8
X OX    O,7
     X  O,7
 O  XX   ,4
 XXOO   X,6
 XX    O ,1
  O     X,7
  X      ,5
X X XOOO ,9
  X OX   ,9
X X O O  ,2
         ,5
    X  O ,1
OX    XO ,3
 O     X ,3
         ,5
X   OXXOO,4
O OXX  X ,2
X XOXOOXO,2
XX OXXOO ,9
  O X    ,6
     OX X,3
    X  OX,1
   OX  OX,1
  OXOX  X,7
OXOXXO OX,7
         ,9
X    OXO ,4
         ,5
 OOXO X X,1
         ,5
OX OXX  O,8
 X X   OO,7
   OX    ,1
OOXO  X X,5
X   O    ,3
OXOOXXXO ,9
O   X   X,3
 XXOXO  O,7
 XXOXXO O,1
XXO XOXO ,9
XOX  OXXO,4
 X   O   ,5
OXOXOX X ,9
     X   ,7
X   O OXX,3
X OX    O,7
 O  OXX X,8
XOX O X O,4
  XOXXO  ,1
 X   OX  ,5
OO XXOXOX,3
XX OOXOOX,3
  O    XX,7
O  O XX  ,5
         ,5
 O     XX,7
XX OOXXOO,3
 OXO  X  ,5
 XX XOO O,8
O OX XOX ,5
  OOXXXO ,9
XXO O X  ,4
 XO    X ,5
XOOX XOXO,5
 OOX XXO ,5
 X  OOXX ,4
  XO XXOO,5
O   XX   ,4
  X      ,2
X  XOXOOX,2
XOOOOXXX ,9
  O X O X,1
  OXOXXXO,1
 XO   X  ,6
OX  O X X,8
       X ,5
  XO XOX ,1
O X      ,9
    X    ,9
         ,5
         ,5
X  XXO O ,7
OO OX XX ,3
X   O    ,4
      X  ,5
X    O   ,4
O OXOXX X,2
         ,5
 XOOXXO X,1
         ,5
 XXOXXO O,1
         ,5
X OXX O O,6
 OOXOXXX ,1
X   X  O ,4
OXXX OXOO,5
OXXOXX OO,7
XXOO OX  ,5
     X   ,5
X O XOOX ,2
         ,2
         ,6
XX OO OXX,3
         ,1
 O  X    ,3
         ,5
         ,6
   OX O X,1
XXOOXO   ,8
X   O    ,3
       X ,9
OXX O OXX,4
X XXOOO X,2
XX   O   ,5
 X OO XOX,6
      O X,2
    X  O ,7
     X   ,1
O XOXX O ,9
OOX X OXX,4
  O X    ,6
         ,7
 X       ,1
    X    ,1
O XX  OOX,6
OOXX OXX ,9
OOXXOX X ,9
O X XOOXX,4
 XXOXXO O,8
   O X X ,2
XX  O    ,3
OO O X XX,7
O  XX O  ,6
   X     ,9
X O  XXOO,4
     X  O,3
O O  X XX,2
O X  X O ,9
         ,5
     XO  ,3
X X  O  O,2
         ,9
 OOXOX XX,1
  O    XX,2
O OX  X X,2
O   X    ,4
X O      ,6
 O  X  X ,6
         ,5
XX O O OX,3
         ,2
   OX OX ,2
X XO O  X,5
       X ,9
XO  OOXX ,4
O XO OXX ,9
XX    O  ,3
OXXOX  OX,7
  O XXOX ,4
      X O,5
X XO O OX,2
X   OX   ,2
OO XOXXX ,9
 XX  O OX,1
XX   O   ,3
  XO   X ,5
 OO XXOX ,4
 X       ,5
  XO     ,1
X OO XXXO,5
XOX  OX  ,5
O  XOO XX,7
O XO OXX ,5
 X XXO  O,3
         ,5
OOX  O XX,7
    X    ,9
O XXX OOX,2
OX    OXX,4
OX   O X ,5
XO OXOX  ,3
        X,7
O X XX  O,7
 OXX   OX,5
X XXO O O,2
 X X  OXO,5
XXO   XO ,4
X  OXX O ,9
 X  O X O,1
OO X X   ,5
      X  ,5
 XX X O O,8
 OXOO  XX,6
O      XX,7
XX O     ,3
         ,5
OX X   OX,6
 XXO  OXO,1
      X  ,5
         ,7
 OXXXO O ,7
  X X  O ,7
 OO X XX ,1
X  OXOXXO,3
         ,1
XX OXO  O,8
X   O   X,2
      XO ,1
XXOOO XXO,6
OXX   O  ,4
 O   XXOX,5
    OX   ,7
 O   X   ,7
  O   XX ,9
X XOOXO  ,2
X    O  X,3
  X      ,9
  X O XXO,1
O    OXX ,9
   OX  X ,1
XO OXXXO ,9
   XXO O ,7
O OOXXXXO,2
       X ,5
X O    OX,5
OXO XO  X,8
         ,1
         ,7
      X  ,3
         ,5
OXOOXOX X,8
OXOX XOXO,5
OXX   O X,4
   O XX  ,5
 XO X    ,8
    X  O ,1
O XX     ,5
OXX X O O,8
OX O    X,7
 XX OOX O,1
 O X X OX,5
   O  X  ,5
OXOX  OXX,5
  XO  OXX,1
         ,3
XXO O X O,4
 OX      ,5
XOXO OXXO,5
O   XXXOO,3
   OX   X,2
 O   XO X,3
      X O,1
  XX  XOO,1
O OOX X X,8
     X  O,1
X X   OOX,5
      X  ,1
O XXX  O ,6
   XXO OX,1
 XO      ,9
XOXXXOO  ,8
X X OO OX,2
 OXOX  OX,1
XX OOXXOO,3
   X     ,1
X   X OO ,9
   XX O  ,9
 X O X   ,5
   O X X ,7
OXOX  XXO,6
OX XXOOOX,3
        X,7
 XXOXXOO ,1
XXO XXO O,8
X      O ,5
OX XX XOO,6
 O X XXOO,1
         ,5
 O XX  O ,6
 XXX O  O,1
OX XXO O ,3
XOO X X O,4
         ,7
   X  O  ,5
   X     ,1
O XOXX O ,9
         ,4
 OX      ,5
 O X OX  ,1
O X XXO  ,4
         ,3
OO XX XXO,3
      X O,8
X   O    ,7
O  OXXXOX,2
XO X    O,7
 X O    X,3
   X O X ,9
         ,1
OOXOXX   ,7
  X O   X,8
  OXX O  ,6
         ,3
 XOOX O X,1
 X     O ,7
 O  XO X ,1
O     X  ,9
         ,5
  OXO X  ,1
 XXO OX O,5
  X O XO ,2
         ,1
 O OXXX O,3
    X O  ,9
  X      ,9
         ,9
OXXO X XO,5
OOXO  XX ,9
 XX  O  O,1
XOXOO OXX,6
OX     OX,7
 O  XXOOX,4
XX OXO O ,3
 X       ,7
XOXOO X X,8
X X   O O,2
 O OXXX  ,3
 XOXX XOO,6
 X O     ,1
O O XX  X,2
      X  ,3
O X     X,6
 O O  XX ,9
OX  O  XX,7
XO   O XX,7
     XO  ,9
         ,1
   OXX  O,7
   OO  XX,7
OO X XX O,5
X OO X   ,7
X  OX    ,9
     OXX ,9
OXOOXX OX,7
    OXX  ,2
      O X,3
 OO X XOX,1
        X,7
         ,5
X   XO XO,3
OOX XXOXO,4
 X   O  X,7
      XO ,5
   XO    ,9
       XO,5
X       O,7
 XOXXOOOX,1
         ,6
  X      ,7
XX   O XO,3
XOX O    ,8
 X O  OXX,1
   X     ,5
 X       ,7
 XX X O O,8
     X O ,7
XOXOO XXO,6
    O  X ,1
         ,1
O  X     ,8
      X  ,3
         ,5
 X X O  O,3
O XXOO  X,7
XX  OOX O,4
X O  XOOX,5
OXOXXOXO ,9
         ,3
XXOXX OO ,9
      XO ,5
OX  XOX  ,8
   OXO  X,1
 XXXOO O ,1
         ,7
OXX   O X,4
XO   OOXX,5
         ,5
      X O,5
     XOXO,5
         ,5
        X,7
         ,1
 XX OO  X,4
        X,5
         ,1
  O O XX ,9
O  X XOOX,3
XX  O XO ,3
X OO OX X,8
XX X  OO ,9
  X X  OO,7
X X  OX O,5
 OOX  XX ,1
  O XO X ,2
         ,5
         ,1
O    X OX,3
X OXO    ,7
X X     O,8
X        ,9
XO       ,5
   OO  XX,7
         ,5
  OX O XX,7
         ,5
X        ,6
 XO   OX ,5
 OXOXO X ,7
   OXOX  ,3
XX OXO  O,8
X   XO   ,7
 OX XX O ,9
O   O XX ,9
OX  X   O,8
         ,1
      X O,5
XXOOOXXO ,9
O      X ,5
 X XX O O,8
      X O,1
         ,5
         ,5
 O X  XOX,5
X O OXXO ,4
  X O O X,6
   X OX  ,1
         ,5
X XX OOO ,2
XXO O XOX,4
X XO XO  ,9
  X      ,1
 X X OOX ,5
XX   O O ,3
 XO  OXX ,9
    O  X ,7
        X,4
X   X  O ,3
 O  X X O,3
 X OOXX  ,8
