board,decision
XOOX XO X,5
    O  X ,9
O XX OXO ,5
       X ,3
   OX    ,3
O OXX    ,6
   X     ,2
 O    XOX,5
 OX OXXXO,1
OX XXOX O,3
X O     X,5
OOX   XOX,5
     XX O,8
         ,7
         ,8
 O XOO XX,7
        X,7
  XXO  O ,2
X  X   O ,7
O   XX   ,4
     X   ,3
XX   OO  ,3
    X    ,1
  XXOOOX ,2
  O   X  ,6
 O      X,5
  O     X,5
XOO  X   ,9
 XX    O ,1
 X  X OO ,9
      OX ,3
   O   XX,7
         ,2
X        ,4
X XO XOO ,2
XO XXO O ,7
  XO    X,6
  O   X  ,9
     X   ,3
      X  ,2
       X ,5
  O   X  ,5
O  XX    ,6
         ,1
     OX  ,5
 OOXX O X,1
X  X  O  ,6
  X O    ,4
         ,6
   X     ,1
OO    X X,8
    OX   ,7
    XXOXO,2
X   O    ,2
         ,8
XX O OXOX,5
 XX  O   ,1
    OOX X,8
         ,5
 OX    XO,4
O  O X  X,3
XXOO  O X,5
         ,8
 X OOXO X,3
X XOOXOXO,2
XXOX   O ,7
  X   O  ,4
     X   ,7
  OX     ,7
         ,4
   X O   ,3
    X    ,4
 XX O O  ,1
O  X     ,8
        X,5
XXOX  OXO,5
 XXOXOO X,1
        X,2
OXOXXO OX,7
OX     OX,7
 X  O   X,1
        X,7
O XOO  XX,6
       XO,3
OO O XXX ,9
O  XX O  ,6
         ,5
O  XOX   ,9
  OOXX X ,2
  OX    X,7
 O    X  ,4
 XXO OX  ,5
  O O  XX,7
X   O X  ,4
     X O ,1
         ,4
O XOO XX ,9
O OXOXX X,2
OXO  X OX,4
XOXOO XXO,6
X OO X   ,7
      X  ,2
   OOX  X,3
 O     X ,1
  X O    ,1
OXX    OX,6
         ,4
        X,6
XOXXXOO O,8
 XX  O   ,1
  OX X  O,5
     X OX,3
XOX XO  O,7
         ,8
O      X ,9
O XX O  X,7
         ,5
         ,4
 OOX  X X,1
    OO XX,7
  X OOXOX,2
 XXO O XO,1
X   O OXX,3
OXOOOXX X,8
XOO X    ,9
O  X OOXX,5
  OX     ,7
 XX O    ,1
X OXXOOX ,9
O O XXOX ,2
 XOO OXX ,5
  O  X X ,2
 XOOOXXX ,9
OX  XX OO,4
    X    ,8
        X,6
O XX  OXO,5
XO XO    ,7
         ,9
       X ,6
      X  ,4
         ,8
O   XX   ,4
 O X  X  ,1
 X  O    ,3
X X     O,2
 X OOX   ,1
 X  O    ,3
X       O,2
X XOO    ,2
 XXO X O ,1
X    X O ,3
 OXOX   X,1
X OOOXXOX,2
 O    X  ,5
  O     X,8
    O   X,8
    X OOX,1
 O XX  XO,6
    X    ,4
OXO  OX X,8
O X X    ,7
 XOO OXX ,5
 X OO X  ,6
 XXOO X  ,6
 O X X OX,5
         ,8
 XXXO OXO,1
O   X X  ,3
   X O   ,5
         ,6
O OXXOX X,2
OX XX O  ,6
   X  O X,3
X OO XXOX,5
XOXX OOOX,5
       X ,1
 XOX     ,8
 OOXX XXO,1
 OX   XXO,5
  OX X   ,5
X XOX  OO,2
  X      ,8
         ,9
OXXX XO O,5
 X X XO O,8
         ,7
        X,8
       XO,3
 OX  X   ,9
  O   X  ,6
XOOX X OX,5
XO XXOO  ,9
      X  ,3
 XOXOX XO,1
         ,4
  X   O  ,9
  O XO X ,2
X    O   ,4
   XX  O ,6
         ,5
XO O OX X,5
X XOO   X,6
XX OXO   ,3
X  O  XOX,5
OOX     X,6
         ,8
 X  OO X ,4
OX O X XO,5
 X    O X,6
OXX XO   ,7
 X   OO X,1
OXX  OOXX,4
         ,5
X  OXOOX ,2
   O  X  ,6
 X O  OXX,1
 O   O XX,7
XXOO XOXO,5
OO  OXXX ,9
 OX  OX  ,5
      X  ,4
 XX XO O ,1
         ,1
 O O  XX ,9
XO       ,5
X XXOXOO ,2
  X   X O,5
  XOO X  ,6
 OOX X XO,5
   X  O X,8
XX  OO   ,3
     X   ,4
   OX O X,1
 X  OX O ,7
  OX   X ,9
    XOX O,3
 O XOOX X,1
OXX      ,4
    OXXXO,1
OXOOOX XX,7
XOX  X  O,7
  O   X  ,4
XO   OXX ,4
    X    ,9
XX OO OX ,3
 O  XOXX ,3
 XOXO XXO,1
XXOO OXX ,5
X        ,7
OO X OXX ,9
         ,8
   O X XO,7
XOXX  O  ,6
OXXO    X,7
OX  XX OO,4
O   XX O ,4
OXX   XOO,5
X O      ,9
OXXX OOOX,5
X        ,2
  XO     ,9
         ,6
    X    ,1
XO OXOXXO,3
XO  X    ,9
X  OX    ,9
  X      ,2
O X  X  O,5
XOX OX   ,8
        X,5
         ,8
   XX  O ,6
 O  X    ,4
  X X  O ,7
 O X     ,8
X   XXOO ,9
X   X OO ,9
XOX     O,5
 OXO  X X,5
OXX   OOX,6
OOXXO  XX,6
X   O X  ,4
  X      ,6
O  X  XXO,5
X OOXXXOO,2
O XX  OX ,9
  OX O XX,7
OX   X  O,5
 X O O X ,5
    X    ,1
  X   X O,5
OXOXOX  X,7
O XX X  O,5
 X  X O O,8
    O X  ,1
         ,5
 XXO     ,1
X  O X XO,5
XOO  XX  ,4
   XO  X ,1
X XO X O ,2
 XOX OX  ,9
 XX  O  O,1
 XO  O  X,7
         ,1
   XO OX ,3
 XX  OOOX,1
OX XOX   ,9
        X,3
         ,9
  X      ,6
XO XOX   ,8
OXO OXXOX,4
         ,6
    OX OX,3
OX    X  ,3
   OX   X,1
    OX X ,2
 O XXOX  ,1
X O  XOOX,5
     O X ,2
OX  OX OX,3
O O  XXXO,2
XX O OXXO,3
O    X   ,3
         ,4
X XO OOXX,5
 XXOX  OO,1
O   X XOX,3
 X OO  X ,6
 O  XX OX,1
     X   ,5
 XX  XOO ,9
OOX  XXO ,5
X  XO    ,7
 O  X X O,3
 OX XO XO,7
 O  X    ,9
       XO,7
   X     ,8
    OXOXX,3
X OXOO XX,7
         ,1
XO  X  O ,9
 XOXXO   ,9
X  XOO  X,7
  O  XX  ,5
OOXXOXX  ,8
XO   XO  ,4
 OOX XXOX,1
XOX   O  ,6
         ,5
 O    X  ,3
    X O X,1
         ,6
O XXOOOXX,2
 O XXOO X,1
       X ,2
X   O    ,6
 XO     X,7
XO  OX   ,8
OXXO X XO,5
X XXOXOO ,2
OXXOX    ,7
  X O OXX,6
  X      ,4
XX   O   ,3
  OX  XO ,1
X X O OXO,2
O OX X  X,2
O  X OX  ,2
X X   O  ,2
O  O X X ,7
 O    X X,8
X O  OOXX,5
  O X X O,6
   OX    ,1
         ,2
XOXOXO   ,7
O XO   XX,7
 O XXOXOX,1
X  OOXO X,3
O XO  X X,5
 O  X  XO,7
X        ,6
 X       ,3
 XX O  O ,1
   X OXXO,3
 O  X   X,1
O X   X  ,5
X  XOOOX ,3
XX  OO  X,4
         ,9
   OXO XX,1
OXX XOOOX,4
OXOO  XX ,5
 O     X ,6
 X       ,9
         ,5
X     OXO,6
XXOXOO OX,7
XO OXX   ,9
XX    O  ,3
 XX O OXO,1
XO   X   ,7
         ,6
XOO  X   ,7
  O XXX O,4
   X     ,6
XOOX XO  ,5
X      OX,5
         ,9
OXO   OXX,5
O OXXOOXX,2
 X  XO   ,8
XO       ,7
 OOXXOOXX,1
 XXXXOO O,8
     XO X,3
XX O XOOX,3
X      O ,3
 XOX  X O,6
  X OX O ,9
OXX OOXOX,4
   X     ,9
         ,6
      X  ,2
OOXX  X O,5
 O  X    ,8
     X   ,8
 O X    X,3
         ,9
X      XO,5
OX     X ,5
 XXXO OXO,1
 X   O  X,7
         ,2
 X       ,1
 X       ,8
       X ,9
 X       ,8
X OXX  OO,6
O  X O  X,7
XO O   X ,5
X X   OO ,2
   X    O,6
  XXO  OX,2
XXOO O XX,5
O OOXXXX ,2
 X   O XO,5
   XX OO ,6
XX   O   ,3
 X O XO X,1
X OOXXO  ,9
X X OO   ,2
 O O  XX ,9
    OX   ,7
 OXO  XX ,5
 XOX     ,6
X        ,3
XX O  OXO,3
 OOX X   ,5
 X       ,4
OXOOOXXX ,9
       OX,6
 X   X O ,1
 XXO XOO ,1
 X XXO OO,3
         ,9
 OXXOXOX ,9
X  XOOO X,3
 OXXOXX O,1
   X X OO,5
O  X     ,7
 X OXXOOX,1
  XX  OO ,9
OOXOX   X,6
X        ,5
 X  O XOX,4
O     X X,8
 XX   OO ,1
X        ,4
X OO OXX ,9
  OOX X X,1
OX XX O O,6
    X    ,3
 XO      ,7
XX   O   ,3
       X ,1
O  OOX XX,3
O X      ,5
    X   O,2
OX XO X  ,9
XOX OXX O,8
         ,8
        X,8
 OX XX O ,4
         ,6
XX  O    ,3
XX      O,3
 X   O  X,8
       X ,3
XX  OOX O,3
OX X OO X,8
  XOO   X,6
         ,6
X  XOXOOX,2
 XX OO XO,1
X XOOX  O,2
O OXX    ,6
OXX      ,8
OX       ,6
         ,4
O X  XXO ,5
     X   ,4
XXOOO XXO,6
 XO OXXXO,1
 X     XO,5
  OXO  X ,7
OO XXO X ,3
XOOXOX  X,7
O     X  ,3
 O OXXO X,1
  O  X X ,1
         ,7
   O OX X,8
      X  ,3
O  XX O  ,6
         ,7
  X  OO X,8
O X  X XO,5
OX  XXO O,4
 XOOXXOOX,1
        X,2
         ,4
         ,4
X OO X   ,7
  X O  X ,4
OXOXOOX X,8
    X    ,2
 OOXO X X,1
  X X O  ,4
         ,9
         ,8
   X OX O,1
       X ,2
      XO ,2
XOOX   OX,5
XOXX XOO ,5
XXOO    X,5
         ,5
XOOX X OX,5
XXOOX    ,8
 O    XX ,9
X XOXOO  ,2
       XO,2
O  X OOXX,3
XOO  O XX,5
XX OOXXO ,3
 XO      ,9
 X XO X O,1
  O XX  O,4
         ,6
  X      ,2
      X  ,4
      X  ,8
X O   O X,5
    O X  ,9
    X    ,2
 X O OXOX,5
 O   X  X,3
XXO OOXOX,4
 XXOXX OO,7
X  XO   O,7
XX  OOXXO,3
O  OX X  ,3
OO XOXXX ,3
       X ,2
  O O XX ,9
OX   O X ,5
  O  X X ,4
X  X   O ,7
   XO    ,3
 OXO  X X,5
 O  OXX X,8
 X   OX  ,9
  OOXO XX,1
 XXX O OO,1
XOOXOO XX,7
    O   X,2
  X      ,4
 X  OX   ,3
         ,3
   X  X O,1
O  XOX OX,3
X    O  X,5
  O  X   ,7
  OX    X,5
XX XO  OO,3
 X     OX,6
         ,8
O X XX OO,4
XX XOO  O,3
X        ,6
X O    X ,4
   OXXOOX,1
      X  ,4
  X      ,8
 XXOO O X,1
         ,6
 XO X  O ,7
X  O  OXX,5
OX       ,8
  OOOX XX,7
 XXO  OOX,1
OXO XX OX,4
 XO      ,7
X   O    ,8
 O  XXX O,3
  X  X O ,9
         ,2
X  XO   O,7
    X    ,6
X X XOO O,2
         ,4
         ,4
 O X   X ,1
  OXX O  ,6
       X ,2
 O X   X ,9
         ,9
  XX XO O,8
     X   ,5
 X O    X,1
         ,4
O  OX  X ,2
X OX   OX,5
 X XOXXOO,1
X     OX ,6
         ,3
O X XX O ,4
XX   O   ,3
         ,9
 OX      ,1
  OXX X O,6
X OO XX O,8
 OXXOX XO,1
OXXXO O X,6
OXX OX   ,9
   X     ,6
 OXO  OXX,6
        X,2
   O    X,6
O  XO  X ,9
XO XX   O,6
    X X O,3
 O XOOX X,1
    X    ,2
         ,7
X        ,7
 XO XXXOO,4
   O X X ,9
X OXXO   ,9
  OX  O X,5
         ,6
X   OOXX ,4
  X O  X ,9
X O  X O ,2
         ,5
XXO  XXOO,4
XX OO OX ,3
     X  O,8
    X    ,3
         ,9
X  OO   X,6
 O  XO XX,1
XXOOX O  ,8
   O X   ,5
O OX X OX,5
 XX     O,1
O  OX   X,7
OXOXXOXO ,9
  X  O XO,1
         ,3
     X   ,5
OX XXOO  ,8
O    OX X,8
  O   X  ,8
XX      O,3
         ,7
         ,9
X  O     ,2
X O     X,5
 X   O   ,7
      X  ,2
   XX  OO,6
 X OX O  ,8
  XX OOXO,2
   O X   ,5
XO OX    ,9
  XX OO X,8
 XX O XOO,1
   OX OX ,2
   X    O,2
O XO  X  ,5
 X O     ,8
  XO     ,2
OXOOXXX  ,8
  X      ,2
 XOXX O O,6
 OX    XO,5
X X O    ,2
XO XOX XO,7
 XX    OO,1
X XXOO XO,2
    O X  ,3
O XXOX   ,9
O X  XX O,5
         ,3
         ,5
 O XX OOX,1
 XX  O   ,1
     X   ,2
     XOX ,4
 O   X OX,3
X OO X   ,8
  XX  O  ,2
         ,5
    XO OX,1
XX O XXOO,3
  OX OX  ,1
 X       ,1
OO XXOOXX,3
 X  O  XO,1
   X     ,8
       X ,6
XX  OXOO ,3
 OX  OX X,5
 O OXOX X,1
 OOX   X ,1
 OO OX XX,7
 OOXX XXO,1
XOXO OXOX,5
XOX OXOX ,9
 X XOXOXO,1
XX XOO XO,3
 O  XO  X,1
 O X OXXO,1
 X  XOX O,3
OO  XX   ,4
         ,9
XO X O X ,7
 X   OXO ,5
         ,7
X XO  OXO,2
OXOXXOX  ,9
XO      X,5
X   O    ,4
         ,8
 X X OXO ,1
O X   X O,5
   OO XX ,9
         ,8
 XO X    ,8
 XXOXXO O,1
  X   X O,5
 X    OX ,5
OOX XX XO,4
OX   XOX ,4
X O      ,7
XO       ,6
 OXXXO O ,7
OXXXOOXO ,9
        X,4
O OX XOXX,2
O      X ,5
   X     ,1
OO XOX XX,3
       X ,4
  O  X  X,7
   X     ,5
XOX OXO  ,9
XO XOX  O,7
OX   XXO ,4
O    X  X,3
 XOO XOXX,1
         ,8
X  XO   O,7
 XO X O  ,8
O OX   XX,2
XOXXXO  O,7
X   OO XX,4
OXOO XXXO,5
 X  OXXO ,1
  O XOOXX,1
XO  XX  O,4
         ,5
OX      X,8
  XO  OX ,1
XO   X O ,5
 XO      ,6
O   X  X ,2
    X O  ,4
     X   ,3
 XO  XOXO,5
   X     ,6
O OXOXX  ,2
XXOOOX XO,7
XXO OO X ,4
 X XOOOXX,3
O OXOX XX,2
         ,3
 OOOXXXOX,1
   X     ,7
       X ,9
X O  X O ,9
XXOOO  X ,6
 XO      ,1
OOX  X   ,9
O     X X,8
X OXX  O ,6
   O  XXO,6
O  X  XXO,5
       X ,5
        X,7
      X  ,4
 X X    O,1
OX O XXO ,3
  XX   O ,9
OOXOXX   ,7
  O  X X ,9
XOOOOX XX,7
   XO    ,2
XX  OOO X,3
  O  X X ,5
   O   XX,7
         ,9
   X XO O,5
XXOO XO X,5
O XXO OXX,6
   X     ,6
    XXOXO,2
  OOX X  ,9
     X   ,5
         ,6
 XO  XXOO,1
    XO   ,1
 OX XO  X,1
OO   XX X,3
         ,3
O  OXXX O,3
   X     ,9
         ,2
         ,8
   X X  O,5
  X  O X ,1
OXX OX O ,9
 XOOXXXOO,1
         ,2
         ,8
 OX   OX ,9
X O   OX ,5
     OXX ,9
XOXO XXOO,5
OX  OOX X,8
 X    XO ,1
X O  OX  ,4
X O O XXO,4
    X  O ,1
         ,7
XXOXO   O,7
O  OXOX X,3
X    O X ,3
 XOX OO X,5
OX XOXOOX,3
 X       ,5
  XO XX O,5
XOO XX O ,4
         ,6
XX    OO ,3
 O X OXOX,1
   O X   ,8
 O X  O X,3
XO    XOX,5
  X      ,5
 XO    OX,4
O OO X XX,7
  OX XX O,1
   XO   X,6
   O X  X,3
   O   XX,7
         ,6
OOXX  X  ,5
OXXX  O  ,6
    XO   ,7
         ,9
X O XOXO ,4
  XO     ,1
OX OX XO ,3
X  X    O,7
X  XO    ,7
 O X   X ,7
X        ,5
 O     X ,3
 XO OXXXO,1
 O  XOX  ,3
X XO XOXO,2
   X OX O,1
    XO OX,1
  X      ,9
       X ,4
X   XOX O,3
         ,3
   X    O,7
XXOOXXOO ,9
O  O   XX,7
 X   O   ,4
      X  ,3
         ,5
X      O ,2
 X       ,9
 X X XO O,8
   X     ,3
OOXOOXXX ,9
   X     ,8
O XXOO  X,7
     OX X,8
O OX X   ,5
X  X O OX,5
   XO XOX,2
  XXXO OO,7
  X    O ,5
  OX     ,8
 XOXX   O,6
         ,6
XOXOXOOX ,9
 O  X XOX,1
 OOX  XX ,1
OXO O  XX,7
O    X   ,7
X        ,2
X XOO XXO,6
  X      ,4
X X   O O,2
OXO XXO X,4
   OXXO X,1
X    O   ,5
 X       ,7
   X XO  ,5
XO OXXXOO,3
XX XO OO ,3
X O OXXOX,2
    X   O,3
  X      ,4
 X       ,1
  X  O X ,2
  OX     ,5
O OXX X  ,2
XOOXOX  X,7
         ,5
 OO OX XX,7
 OX X    ,7
  X      ,9
O OX X OX,5
XXOXOO   ,7
 X XO  XO,1
X    OXO ,4
 OOX OXX ,1
 XXOO    ,1
      O X,3
   XXOXOO,1
    X O  ,9
XO    X  ,4
   O  X X,8
OX  X    ,8
     O  X,3
      X  ,4
X        ,7
X  X  O O,8
X  OXO   ,9
OOXX X XO,5
   OOXXX ,9
O  X O XX,7
         ,7
 X    O  ,8
 X   XO  ,9
 OO XO XX,1
OO   XOXX,3
  OX  XXO,6
X    XO  ,5
O   XX   ,4
    XOXO ,3
 X       ,5
O X OOX X,8
  X    XO,5
 X   X  O,4
 OX  X XO,4
OO XX  OX,6
 O   XOX ,3
O XX XO O,5
         ,1
 XXX  O O,8
O XO  XXO,5
         ,1
         ,1
O X   O X,6
X   XXOO ,9
OXXO X XO,5
X O X XOO,4
XOXXO   O,7
X X  O   ,2
         ,9
XOX O    ,8
OOXXO  XX,6
OXOX X XO,5
 X O  XXO,5
OO OXXX  ,3
XOXOXXO  ,9
  OXO X  ,1
XO O X X ,7
         ,7
     X   ,9
   X  OXO,3
X   O    ,3
  X      ,4
  OOX XXO,2
  X  XOO ,9
 O  XOXX ,3
   XX OO ,6
 XO XOO X,1
X  XX  OO,7
      X  ,6
 XOXOXX O,1
    OXX O,1
         ,9
X   O  X ,7
 XXO    O,1
XX  XOO  ,3
 X       ,6
 XX OOOXX,4
X      XO,2
OXO X   X,8
X        ,4
OX    X  ,4
  X O    ,7
         ,6
         ,6
XX O     ,3
X O X OXO,2
         ,1
 O X XOXO,5
  X      ,7
     OX X,8
O O OXXX ,9
O  X  X  ,5
XOXXX O O,8
O O    XX,7
 XXO     ,1
     X   ,8
X OXX  O ,6
  X OXO  ,9
   X   O ,3
  OOXX OX,1
XO       ,8
 OXOXO  X,1
 X X XOO ,9
 X  X   O,8
     X   ,3
         ,9
         ,5
OXO  X   ,5
XOOXXO X ,9
 O OXX OX,1
 X  OX O ,9
 XOO OXX ,5
    O X  ,1
  OXX  OX,1
 X O OX  ,5
XO       ,6
O    X   ,3
     O X ,4
 OX      ,5
 OOX  X X,1
 OX   X O,5
       X ,4
    XO  X,1
O X X  O ,7
 O X OXX ,1
O  XX  O ,6
         ,6
         ,6
 X XOOXOX,1
X    OX  ,4
XO  X    ,9
O O X XXO,2
OOX   XOX,5
XXOXX OO ,9
XO   X   ,4
XX  OXO O,3
O X X    ,7
 OOXXOX X,1
         ,1
 X       ,5
OO X  X  ,3
O   X   X,6
O X O  XX,6
         ,4
        X,1
OXXXXOO  ,8
 O XX O  ,6
   XXOX O,3
 X   XXOO,4
 X O OX  ,5
         ,7
 X O OX  ,5
 X  OX XO,1
X     OX ,4
X   OOOXX,3
X    O   ,2
     XOX ,2
X        ,2
 OX XO   ,7
OXOXX O  ,6
         ,4
       X ,1
         ,4
XX  OOXXO,3
    OX OX,3
 O O XXOX,3
OXOXX O  ,6
         ,5
X  O     ,2
      X  ,8
OXXO  X  ,5
O       X,2
 XXOXOO X,1
OXO   X  ,5
O OXX XO ,6
OXX O   X,6
  X  X  O,1
 X XOO  X,3
X OOXXOX ,2
O OOXXXOX,2
OO X XXXO,3
     X   ,2
  XXOX  O,1
XX  XOOO ,3
      X  ,2
         ,7
X X O OOX,2
XOXXX O O,8
   XOOX  ,1
XOXO X   ,9
 O  X  X ,6
 X       ,7
     X   ,1
      X  ,4
XO XOXO X,3
  OOX XXO,2
XXOOO XX ,6
 XOO XOXX,1
 O X X O ,5
XXOOXXO O,8
         ,9
O    X   ,8
X        ,2
O XO  X  ,5
     OXX ,9
XO X   XO,7
         ,4
O X X  O ,7
X O  X   ,7
X X  OXOO,2
   OX  X ,2
 X       ,5
     X O ,9
OXO  X XO,5
  XO OX  ,5
X        ,7
XOX  O  X,5
         ,1
         ,5
 X       ,1
XOOOXX XO,7
X        ,6
XO X  OX ,3
X XXXOOO ,9
XOX   XOO,4
 XO      ,9
X OX   O ,7
        X,3
O  XX OXO,2
 OX X   O,7
O      XX,7
OXXXO XO ,9
         ,8
O  X     ,3
X XXO O  ,2
         ,7
         ,5
OXX  X O ,9
X  X OOOX,5
 XO XO OX,1
OXOXO X  ,9
O X      ,5
    X    ,7
XOXXO OXO,6
XOOX X O ,5
 O XX XO ,1
         ,7
 XX   OO ,1
       XO,2
OO X  XX ,3
 X       ,5
         ,8
OOX XX XO,4
         ,4
  OXOX X ,7
XO O    X,5
X O O XOX,4
    O X  ,3
        X,3
 XX O  O ,1
 XXXOOOOX,1
X  OX   O,8
 OO XXXXO,1
 XOOXXXOO,1
XO XXO  O,7
O OXXO XX,2
  O   XOX,1
 O   X   ,3
 X O     ,6
     OX  ,3
OX OOX X ,7
X  OO X  ,6
O X     X,6
         ,6
 O  X  OX,1
OO XXOX X,3
         ,2
         ,5
O X XOOXX,4
 XXOXXOO ,1
OOX   X  ,5
X OO   XX,5
 O X X   ,5
         ,1
     X   ,2
   X OX O,1
X      O ,2
  X      ,2
X  XX O O,8
         ,6
OXXO  XXO,5
  O XX   ,4
  X XO  O,7
 XO      ,4
         ,8
        X,8
         ,6
      X  ,4
O   XX  O,4
 O XX   O,6
     O  X,5
OOXXX  O ,6
XOO   X  ,4
  XXOXOO ,9
 X X X OO,7
     OX  ,4
XOX OXOX ,9
 XO XOXO ,9
    X    ,2
O    XX  ,8
 OXX X O ,5
     X XO,5
O  XOOX X,8
OO  XX   ,4
  O  X   ,9
OXO XOXOX,4
XOOOXX X ,9
 O X   OX,5
   X OOX ,3
  XXXO  O,7
 O  X  OX,1
OXX  OX O,5
X OX   O ,7
O XX X  O,5
O XXXOOOX,2
XX OX O O,3
 O OXXXO ,3
 X O XXOO,5
 OX X OXO,6
  XO     ,2
O    X   ,7
    XO XO,2
X   O X  ,4
   OX    ,1
         ,9
X   XXOO ,9
         ,1
 X   XO  ,9
X   O    ,9
OXOXXOXO ,9
X XOO OX ,2
X      O ,5
 XO      ,1
  OXX    ,6
XO O XO X,3
         ,6
XOOX O  X,5
X OXOX OX,2
 O XXO X ,7
XO  OOXX ,4
XX XXO OO,3
 XOO X   ,5
   O  X  ,8
 OX     X,6
         ,9
  XO  XO ,5
 X   O   ,8
O  X   OX,7
X   OX OX,2
XO     X ,6
  XXOO  X,7
      X  ,8
         ,7
   XX OO ,6
 X OXOXO ,3
OX OX X O,3
O   XXOX ,4
X  O  X  ,6
X X    OO,2
OX OX XO ,3
OX     XO,5
O      X ,7
OOX XOOXX,4
   O  X X,8
 XX OXOXO,1
 O     X ,9
   XOX   ,7
        X,7
 X  O OX ,3
O   X X  ,3
OOX XX O ,4
XXO OXXOO,4
XXOOXXOO ,9
X   O    ,9
O   O XX ,9
O OXX O X,6
 XOOX XOX,1
OO  X  XX,3
OX OXOX X,3
    XO X ,2
   O    X,6
XO  O   X,8
    X    ,2
        X,8
 X XO XOO,1
X X OOXO ,2
 X  OX   ,4
  XXOX  O,1
 O X  X O,1
O X   OXX,4
 X   O X ,5
  X X   O,7
  X    O ,5
OXXOX  O ,7
 OOXOX XX,1
         ,4
O X O X X,6
     X  O,1
   OXO X ,2
 XOOXXXO ,1
  X      ,1
         ,6
         ,7
         ,3
  XO OX  ,5
   X  O  ,5
     X O ,7
    X    ,6
         ,7
 OOOX  XX,1
 O      X,8
         ,2
    X    ,9
XX   OOX ,3
X  O  X  ,6
OOX  XXO ,5
 OO OX XX,7
O   O XX ,9
     O X ,4
         ,6
 X OOXXXO,1
XOOOX XX ,9
XX  XO OO,3
      X  ,9
XOOXXOOX ,9
        X,3
        X,4
         ,4
         ,4
        X,5
 XO X XOO,6
OOX    X ,5
    X  XO,2
    X    ,8
         ,4
    X    ,8
O  XOX   ,9
   O   X ,3
  XXO XOO,1
      X  ,9
X    X O ,7
 O  X O X,1
     OX  ,3
         ,5
O   XX O ,4
X  XOXOO ,2
XXO      ,6
 X       ,8
X  O     ,6
OXO  XOXX,4
   OX    ,6
O X XO   ,7
 XXOXXOO ,1
XXOO   OX,5
  X   O  ,5
 X       ,8
         ,3
O  XX    ,6
 XO OXXXO,1
OOX   XX ,5
 OO XX OX,1
 XXOOXXOO,1
OXO XXXO ,4
O O  XX X,2
 X  OOX X,4
       X ,1
 X    OX ,5
         ,6
    OOXX ,9
XX  XO O ,3
OO  X  XX,3
OO X   XX,3
XOO XXO  ,4
OX   X XO,5
OO X  XX ,3
O XX O OX,7
XOX  X OO,5
   OOX X ,1
 OO   X X,8
X X   OXO,2
 XO      ,4
  X  O X ,7
X O  X XO,2
X  X O OX,5
 OXX XOO ,5
         ,6
       X ,6
X XO X O ,2
O       X,7
        X,6
         ,6
   X     ,6
   OOX X ,3
    O  X ,6
   OX   X,1
 OX XOOXX,1
XOX OX  O,8
 X       ,5
 XOXOO  X,7
 OOXX XO ,1
XX  OOXXO,3
XOX O    ,8
X    X O ,7
   XX  O ,6
     O X ,9
   OXX XO,2
   OOXXX ,9
   X O  X,2
 O XX XO ,1
XOO XXXOO,4
O X XXO  ,4
         ,1
  XO OX X,5
  XO   X ,6
  X X   O,7
    X    ,6
XO X OOX ,5
         ,5
OX  X    ,8
   O   XX,7
O OXXOXOX,2
 X O X OX,3
         ,5
O   XXXOO,3
 OO XX XO,4
 OX X    ,7
 XXXO  OO,1
X OXO  XO,7
X XXXOOO ,9
 X     O ,4
  OOXOXX ,2
OXXXXOO O,8
OXX   O X,4
O  XOX OX,3
O   X   X,2
      XOX,2
XO OX XO ,3
OXX OO XX,4
   XO X  ,1
         ,4
 X X    O,6
X XO OO X,2
X    O  X,5
OXX  XOO ,9
         ,2
         ,6
X OXO   X,7
OXOXO  XX,7
 XOOXXO X,1
  XO    X,6
 OX X O  ,6
    X    ,9
O  O  XX ,9
         ,8
 XXX OOOX,1
 XO  X O ,5
XXOX   OO,7
  XX O  O,8
      X  ,3
       X ,2
XX    O  ,3
       X ,5
         ,6
   XO XXO,1
  OXX   O,6
 XO  X   ,4
X XXOXO O,8
   X XO O,5
 X   O XO,5
  O     X,4
X  O  XO ,6
OXXOXX OO,7
 X      O,5
   O    X,3
    OXX  ,4
 O X  XO ,1
O  OXXX  ,3
OXOOX X X,8
     O  X,8
 O    X X,8
XOX OOOXX,4
     X   ,4
OXXO X XO,5
   XX O O,6
O X    X ,9
 XOOX    ,8
OX       ,5
         ,9
   X     ,1
  OXOX OX,2
X X  O  O,2
XOXO OXOX,5
         ,1
         ,5
XOX OOOXX,4
OX X OX O,3
         ,7
 O OOX XX,3
XOX O OXX,6
   O   X ,7
XX O  OX ,3
         ,7
   X     ,2
XOOX  O X,5
   O  XX ,9
   O   X ,7
         ,3
  XO OXX ,5
 X   O   ,3
O XO XXO ,5
  X   XOO,5
OO XOXOXX,3
XX XOOOOX,3
       X ,7
 XOX X O ,5
 X     O ,4
O  XXO   ,3
 X  O X  ,1
XO O XOX ,9
XX  OO X ,4
       X ,2
X OXO   X,7
OOX  XOX ,9
OXX  OX  ,5
X OXXO   ,9
X      XO,5
      O X,8
X  XO   O,7
     OX  ,3
X   XOO  ,9
         ,3
OXOXOX OX,7
   XO  XO,1
  O   XOX,1
X        ,7
X XO  OXO,2
XO XXO  O,7
  O X    ,7
XOXOOXX O,8
  XXOO   ,1
 X   X  O,1
 OO XXO X,1
         ,2
         ,6
  OXXO   ,9
 O X  OX ,3
XX  OO  X,4
X X O XO ,2
OX OX    ,8
   X     ,9
   O  X  ,8
        X,6
