board,decision
  OXOXXO ,1
XO   OXX ,4
O XX XXOO,5
OO XXOOXX,3
 OX      ,8
  X      ,4
 XXX OO O,1
 XOXO XO ,1
O  XOXX  ,9
    OXOXX,3
     X  O,2
  O    X ,5
  X  O  X,8
   X     ,8
    OXXXO,1
 X      O,6
         ,3
X OOO  XX,7
 OOXOX X ,1
      X  ,2
X O OO XX,7
         ,4
OXO   X  ,6
 X OXXXOO,3
XX O     ,3
XO   OOXX,5
         ,8
X  O  X  ,6
OXO    X ,5
XXOX XO O,5
XX O OX  ,5
OX  O X  ,9
         ,9
       OX,3
 X       ,8
  X      ,5
 X  O    ,3
X  XXOO  ,9
X  O  O X,5
 OOX  XOX,1
X  XOXOOX,2
 O XXOX O,1
         ,9
XO    X O,4
X O  XOOX,5
       X ,5
 X  XXOO ,9
 XX OXOO ,1
       X ,2
      X  ,2
XX OOX  O,3
   O X   ,1
   XX OXO,2
XO    O X,5
 X   O XO,5
X    O OX,5
    X O  ,4
   O   X ,1
  XXO OX ,1
         ,7
O XXXO   ,7
XX XXO OO,3
         ,8
  X  O  X,1
O O  X  X,2
 XO      ,7
    O   X,8
O OXX OX ,2
 OXXOX   ,8
  O  X   ,5
         ,6
O XX X  O,5
X O X  O ,9
 X       ,6
X  O XOXO,5
 XXO OO X,1
     X   ,9
X  XOX  O,7
XOOXX   O,6
XOO OXXXO,4
   X     ,7
XX XXOOO ,9
   X     ,9
  O   X  ,1
X O  OX  ,4
  O OXXOX,2
OO  XXX O,3
OXX  OXOX,5
  OXX OXO,2
OXOOOXX X,8
    OX   ,7
       X ,3
OO XX X O,3
         ,4
 X  XO O ,9
O  XX OX ,2
     X   ,3
 O   X   ,3
   X  OX ,2
 OX    XO,1
O OX X XO,5
  X OXO  ,9
XX XOOOXO,3
 X       ,8
         ,4
 X  O    ,1
O     XOX,5
OX XOOXX ,9
XXO OXX O,4
 X      O,7
XO O  X  ,9
X        ,4
XOX XOOXO,4
O X OX X ,9
         ,8
         ,5
OXXXX OO ,9
  XO  O X,6
O OX XO X,5
         ,8
         ,4
  X    XO,4
XX XO OO ,3
    XO   ,7
OXOO  X X,8
         ,1
XX   OX O,3
  X OXXOO,1
      X  ,3
     O X ,3
 X  O XO ,1
         ,2
 XOOXX   ,8
XXOO XOOX,5
XX    O O,3
X XOO   X,6
 XOX  XOO,1
         ,8
X        ,5
XOOO X XX,5
O XX X  O,5
  XOXXOO ,9
         ,7
   O XOXX,1
O   OX  X,3
         ,9
    O   X,6
     OXX ,9
   X     ,8
OX X X  O,5
    X O X,1
XO XXOOXO,3
X   X  O ,9
 OX X   O,7
X XXO OOX,2
     X   ,7
 XOXOX   ,7
OXXO XXOO,5
X OO  OXX,5
         ,3
       X ,9
         ,7
         ,5
 XO XXOOX,1
  OOXX XO,2
XOX O X  ,8
  XO     ,9
XXOXOX O ,7
X  X  O O,8
O   XOXOX,3
         ,6
X  O OXOX,5
XOX XXO O,8
X    O  X,5
      OXX,3
  X O OXX,6
  X X   O,7
XOX XO O ,7
 O  O  XX,7
         ,9
O    X   ,2
       X ,7
  X   OOX,6
         ,5
OXX XO  O,7
         ,9
  OX   X ,1
  X      ,2
X  X O OX,5
 OX  X   ,9
 X OOXOXX,1
XX      O,3
  XX  O O,8
O X  X   ,9
OOXOXX X ,7
 X  OOX  ,4
        X,4
 X       ,4
         ,1
X   O  X ,6
         ,9
OO XX OXX,3
 X O    X,8
  OO XX X,8
  XO O XX,5
X      O ,9
OXX O O X,6
 X  O    ,3
OO  XXXO ,3
    XOXO ,3
   O XO X,3
X   XO XO,3
    OO XX,7
O  X   X ,7
 XX OOOX ,1
  O    X ,9
  XXO O X,6
 X OX O X,1
 X OXOO X,1
O OX OXX ,9
 X     O ,1
X XO     ,2
OOXXX  OX,6
 XOO XXXO,5
      X  ,4
 X    O  ,6
OO XXO XX,3
 O  XX   ,4
         ,8
X        ,3
XOOOX X  ,9
 XOXOXXO ,1
 X  O X  ,1
OO  XX   ,4
   OXOX  ,3
  X XO XO,2
      OX ,6
 OX  X   ,9
X XO     ,2
   X    O,1
     X OX,3
XOX  XXOO,5
X  XOX OO,7
XOOXX OXO,6
 OOX X   ,5
   XO    ,8
X  XO  O ,7
        X,4
 X   X OO,7
    OX X ,7
  XXO O X,6
OXOX XOOX,5
XXO OXX O,4
OO X X  X,3
 OXXO X  ,8
 XO     X,5
 X       ,5
         ,4
XO  O X  ,4
 O XOOXX ,1
     X  O,5
  O XXXO ,4
   X     ,5
OXXXO XO ,9
  X  X O ,9
 OOOXX XX,1
O  X O X ,9
XOO OXXXO,4
 OXX O   ,9
         ,2
XO      X,5
         ,4
 O X  X  ,1
       X ,3
OXOX OX  ,9
X O  XXOO,4
OOX  OX X,5
 XX  OO  ,1
  X O    ,8
    X  O ,2
XOXX XOO ,5
