board,decision
 X  O    ,3
  XXOO X ,1
         ,3
 X OOXOXX,1
        X,5
 OX      ,7
       XO,1
  O     X,5
X O   OXX,5
         ,5
         ,5
O X    XO,5
 XX   O  ,1
 X XXOO O,8
 X X  O  ,1
         ,3
 OX X    ,7
OXXOX    ,7
  OXOXX O,1
 OX X OXO,3
  X  OX O,5
 XX O X O,1
        X,5
OOX O  XX,6
         ,5
   X     ,5
OX OX   X,7
         ,1
XOXX  OOX,5
 X      O,7
  X O  X ,9
OO XOX  X,3
 X  O X  ,3
OX       ,9
 XXOOXX O,1
         ,1
X        ,5
XOO  XXXO,4
X        ,5
   XX  OO,6
 X XO O  ,3
XX O  XO ,3
 XXOOXOX ,1
         ,9
 X OXOXOX,1
OX   X   ,5
O XX  O X,6
 O X   X ,9
         ,3
   X     ,5
      X  ,5
X OX  O  ,5
X O X O  ,9
X     O  ,3
  O  X   ,3
  OX   X ,1
OOXX    X,6
XO  XXOO ,4
 O  X X O,3
 O   X OX,3
 OXO  X X,5
XX  OXOXO,3
         ,1
 X       ,5
   X     ,5
X XO X  O,2
XO   X   ,3
 XOX     ,5
OXX O   X,6
OX X OXOX,5
X OO XXOX,5
    O   X,1
  X      ,5
O  XO X  ,9
  O  X   ,5
OOXXXO  X,7
O O XXXXO,2
OO X X  X,3
O X XO OX,7
 XXOOXO  ,1
XXOO O XX,5
    XXOOX,1
   XX XOO,1
O O XOXX ,2
XX XOO   ,3
OXOO X XX,7
XOX OOXXO,4
X     OX ,5
 XOOX    ,8
      X  ,5
         ,5
  OO  X X,8
    X    ,5
X XO  XOO,2
XO XOXO X,3
  O    X ,5
OXXOOXX  ,9
 O OXX OX,1
OX O X  X,7
 XXO  OXO,1
OXOXXOO X,8
 X       ,5
  OO  X X,8
X        ,5
     X  O,1
  OX     ,7
XO       ,1
X XXOO  O,2
     X O ,5
O   X  XO,2
O  XXOXOX,3
XOXO XXOO,5
 XX OOX  ,4
X        ,5
         ,7
X X  O   ,2
OOX   X  ,5
   XXO O ,5
 X     OX,9
 X OX   O,8
 XO      ,3
OXXX  XOO,5
 XOXO  X ,7
 X   OX  ,9
      X  ,5
 X X  O  ,3
XOX O  XO,9
X O      ,1
       X ,5
   O   XX,7
OX    X  ,1
         ,5
X X OX OO,2
 XO XXO O,4
OX X     ,7
       X ,5
X XOO  XO,2
O XX     ,9
XOXXX  OO,7
    XOX  ,3
OXX   OX ,4
  XOO  XX,6
 O XX O  ,6
O O OX XX,7
   OXXXO ,3
OXXXO OOX,6
    X  O ,9
    X    ,5
 XX O O  ,1
  O X    ,9
X O      ,7
XXOX XOO ,5
OOX XX O ,4
OX OOX  X,3
 XOX     ,9
         ,7
   OXO  X,1
OOX O X X,6
   X   OX,5
OO   XX X,3
X  O XXOO,3
X  OOXXO ,2
       XO,5
         ,7
 XO OX XO,1
         ,9
    OOX X,8
     X   ,5
  O     X,9
X   O    ,3
         ,1
OOXXO X X,8
   O   X ,7
 OXO XXXO,5
       X ,5
XXOOXO   ,8
OO X X   ,5
 O OXX   ,7
   O   X ,3
     X   ,5
         ,1
         ,5
 X O  X  ,7
  XO   X ,5
    O X  ,3
OO XXOXX ,3
    X    ,5
XX    O O,3
XOXO OXX ,5
      X  ,5
   XO X O,1
O XX OOX ,9
  X OXO  ,9
OO XXOXXO,3
X        ,5
 X       ,5
  OXOXXXO,1
OOXOX  X ,7
         ,3
XO OOXXXO,7
O   X  XO,2
O  X  O X,9
XXOOO X X,6
OX O    X,7
 X  XOO X,1
  X X   O,7
OO O XX X,3
OOXX XXOO,5
 OXXX  O ,6
         ,3
         ,9
 XXXXO OO,7
     OX  ,5
  X OXXO ,2
     X   ,5
  XO OX  ,5
XXOOO XX ,6
XOX  X O ,5
OXXO   XO,5
O X  O XX,7
     XXOO,9
 X       ,5
 OO XXXXO,1
OX    XOX,7
   X     ,5
X O X  XO,6
     OX X,8
X X XOO O,2
XXOO OOXX,5
X  XOXOXO,3
XXO O   X,7
X OO    X,5
X O      ,7
  XOX    ,7
OX    OX ,5
         ,7
 O  O  XX,7
    X    ,5
     X   ,5
OOXX  XOX,5
XXOXX O O,6
 XOX     ,7
OO XX  X ,3
  X O    ,3
   XX OOX,1
O  X O XX,7
OX XOOOXX,3
  X OOX X,4
   X  O  ,7
OXO X O X,8
XX  OOOXX,3
   OX X  ,3
X OO  XX ,9
 XO      ,7
OOXOX   X,6
     O X ,7
         ,3
O XXO OX ,9
   O   XX,7
  OXX O X,1
XOOX XO X,5
OOXXO X X,8
 X       ,5
XOO  X X ,9
OO  XOXX ,3
         ,3
    X    ,5
         ,7
OOXX OXOX,5
XOOXO  XX,7
XO XOXO  ,3
  X  X OO,7
X XXO O  ,2
X        ,5
 XO  OXOX,3
 X O XOOX,3
      O X,9
   X    O,9
X   X OO ,9
XOXO  XXO,5
X  O  O X,5
 X OOXXXO,1
   X     ,5
OX OXXX O,3
         ,7
 X  O    ,9
         ,5
