board,decision
X  O  O X,5
XOOX   OX,5
XO   O  X,5
XXO   OXO,5
      X  ,5
 O    X X,8
  X OO X ,4
 X       ,5
  X  XXOO,5
   O    X,5
   OXOOXX,1
X        ,5
O   XX   ,4
         ,1
 OOX XX  ,1
   XOO X ,7
 XXO OXXO,5
         ,5
         ,3
  XXOOOXX,7
     X   ,5
  X      ,5
   X     ,5
        X,5
OXX XOOOX,4
XOX O X  ,8
O     X  ,1
O    X   ,7
OX  XXOOX,4
XXOOOX   ,7
   X XO  ,5
O       X,1
O XX    O,5
 OXXXOOOX,1
X        ,5
         ,9
   O  X  ,1
       X ,5
OXXO OX X,5
      O X,9
X O     X,5
   O   X ,9
  XOXO   ,7
OXOO X XX,7
      XO ,5
O X X   O,7
X O XXO O,4
XX OO  OX,3
 X O XO X,1
X   O X O,4
         ,5
X  X  O O,8
      XXO,3
    XOOX ,2
X O XOXO ,4
OO XOXX X,3
X  O  X  ,9
X  XXO OO,7
  XOXO   ,7
 O  X    ,1
 XXOOX O ,1
XO   OX X,4
    XO XO,2
        X,5
 XOOX X O,8
      X  ,5
  OX XOXO,5
  X    O ,3
     X  O,1
O   XXXO ,3
  XOXXO  ,1
 O  X XO ,3
  O X X O,6
XXOO XXOO,5
 O X     ,3
 X       ,5
   XXOXO ,1
X OOOXXXO,2
 O XOX XO,1
O  X XXOO,5
XX XOOOX ,3
         ,7
 O  OX  X,3
XO   X OX,5
       XO,5
X        ,5
X X OX  O,2
X  O XO  ,7
OX OX   X,7
OXXO     ,7
 XXO OXOX,5
 O OXO XX,1
         ,3
 XX OX  O,1
OXXX X OO,5
O  OXO XX,2
  OOX X X,1
  X      ,5
 X XOOXO ,1
O X O XOX,6
         ,5
         ,5
         ,3
X        ,5
XO  OXO X,3
OX OXX OX,7
 XOOXOX  ,8
OO XOXOXX,3
     X   ,5
    OX  X,3
X XOXO O ,2
O OX XO X,5
    XO  X,1
   O X   ,1
         ,9
    O  X ,5
 X OOXXO ,9
 XX XO OO,1
  OXOX X ,7
  O   X  ,9
 O XXOXO ,1
         ,3
 XX O  O ,1
       X ,5
OO     XX,7
XXO  X  O,9
XXO  XOOX,5
 XX     O,1
 X       ,5
    X    ,5
        X,5
     O X ,1
X XOXO XO,2
 X     XO,5
O      XX,7
   X  O  ,7
 OO XX  X,1
 OXX XO  ,5
         ,1
XO       ,5
         ,5
O  OXOXX ,2
  X OX O ,9
 OXX   OX,5
 X   OXXO,3
 XOX OXO ,1
  OXXOOX ,2
 X  O O X,3
         ,1
XX OO    ,3
 O  XXO X,1
OXO  XOXX,4
O X XXO  ,4
XO   OXOX,4
   X     ,5
 XX O  O ,1
OXXXO OX ,9
         ,3
OO  OXX X,3
 OOXX XXO,1
O X X   O,7
  O X  X ,2
      O X,7
OXXOXO  X,7
XX XOXO O,3
 XO XO  X,1
  XO O XX,5
XO O OXX ,9
OX X   XO,5
OX OXX O ,7
X   OX XO,1
 O XO XX ,1
    O  X ,5
O X OO XX,7
  XO  XO ,5
   X  O X,1
 X      O,7
   X  X O,1
O O X X X,2
O     X  ,1
      XOX,3
 O  XXO  ,4
     X   ,5
X        ,5
 XX O XOO,1
 XO  XOX ,5
X   OOX  ,4
OX OXOX  ,3
XO OXXOXO,3
XOOOXXOX ,9
 X       ,5
XOOOXOXX ,9
  XXOXO O,1
   OX    ,3
 OOX  OXX,1
XOXX  O  ,7
     XOX ,3
OXX  O  X,1
O X XX O ,4
X XO X OO,2
         ,9
O     XX ,9
    OX   ,7
  OXX   O,6
OOXX  XXO,5
 O X  X O,1
 XO XO   ,8
   X O OX,1
         ,7
  O  X  X,5
   OXXOX ,1
       X ,5
     O  X,3
 O  X  OX,1
    X XO ,3
 X    X O,1
  OX X   ,5
O XOXX   ,7
X  XOOOX ,3
OXO OX XX,7
XOOOXXOX ,9
O XXOXOX ,9
    O  X ,5
  XO XXOO,5
 O XXO   ,9
X X OOXXO,4
XO       ,9
OO  XX OX,3
   X     ,5
XOXO XOXO,5
XX OX OO ,3
      X  ,5
X   XOXO ,3
         ,3
O XX     ,9
    X   O,1
    X    ,5
XX XOXO O,3
  X  O X ,3
OXXXO OOX,6
 X  O  X ,9
OXXXO OOX,6
         ,9
XOO XOXX ,9
O  XX OXO,2
   O XXO ,1
XOO  XO X,5
O  X  X  ,7
   X     ,5
 XX XOO  ,1
X     O  ,7
   X     ,5
O   X  X ,2
         ,3
         ,1
OO    X X,8
     O X ,5
      X  ,5
O O  X XX,2
         ,1
  X   XOO,5
X  O     ,1
O XO  X X,5
X  XXOOO ,9
       X ,5
X XOO XO ,2
    X  O ,1
 XXO  XOO,1
X XXOXOO ,2
XO    XO ,4
 O   X  X,3
 OX  OXXO,5
         ,5
   OXOOXX,1
XXOX OOX ,5
X        ,5
  O   X X,8
 OXO O XX,7
      X O,5
         ,1
    X    ,5
OXXOX    ,7
 OXOO  XX,6
         ,9
XO X   O ,7
OX   XX O,5
   O  X  ,9
 XX XOO O,1
 O     X ,1
  OX  OXX,5
OX X XOOX,3
 XXXOO O ,1
 XXX OO O,1
     X   ,5
 X X   O ,5
     O XX,7
O O XX XO,2
      X  ,5
X      O ,3
X  O     ,9
         ,7
         ,9
O  O XX  ,1
         ,7
   X     ,5
 X       ,5
XOO   X  ,4
     X   ,5
XXO XX OO,7
  XXXO OO,7
         ,9
  OX     ,9
   X OX O,1
 XOXO XO ,1
  OOX  X ,2
  O    X ,9
 OX  X O ,9
OX OOXXOX,3
     X OX,3
  O  X   ,7
X     OOX,5
     X   ,5
  XX XO O,8
OX OXOXOX,3
       X ,5
  OXX O  ,6
         ,7
OO  XXXOX,3
  X XO O ,7
  X      ,5
 XOOX X O,8
XX    O  ,3
O OXOXXX ,2
         ,1
 OXXXO  O,7
      X  ,5
      XO ,5
       X ,5
   O   X ,5
OX  XXXOO,3
  X  O X ,9
     X  O,5
    O X  ,9
  OX  XXO,6
XX  O    ,3
XOOO XOXX,5
O O XOX X,8
         ,9
         ,5
X OX   OX,5
 XO   OX ,5
   O X OX,3
OX  OX   ,9
X OX  O  ,5
 XOOXOX X,1
O      X ,3
XOOO XXXO,5
X  O  O X,5
 OOX  XX ,1
XOX X OXO,4
  OOXXOXX,1
         ,7
XOXOXO XO,7
XX     O ,3
 XOX  OOX,5
         ,7
X      O ,9
         ,3
  OXXOX  ,9
    X    ,5
 XOX XOXO,5
OOXXX O  ,6
O  XXOXXO,3
  X      ,5
 X       ,5
 X  O    ,7
         ,5
        X,5
   X     ,5
   X     ,5
OX OO X X,8
X X  OOOX,2
XXO      ,5
XXO X O O,8
OOXX XXOO,5
         ,1
X XOXXOO ,9
  XXO OXO,1
   O  XXO,7
  O  X X ,1
 X       ,5
 OOX  X  ,1
XOO  OXX ,4
 X  O  X ,9
   OXX   ,7
O X OXXO ,9
XO   X XO,5
XOO XX  O,4
XXOO O  X,5
 XX  O OX,1
X    X  O,9
   O X   ,5
 XOO  X  ,3
  X      ,5
  OXXO X ,9
         ,3
 XO OXX O,1
XOOX   X ,7
O  X XXOO,5
X OXO    ,7
    XO   ,5
      X  ,5
 O     X ,7
O XX X  O,5
XOO  OX X,4
   O XXO ,1
  O X X  ,7
   X     ,5
X  OOXX O,5
 XX  O   ,1
 XO X O  ,8
OXOXOOXX ,9
  X      ,5
XOXOXO   ,7
   X     ,5
OOX  OXX ,5
 XOX OX  ,9
         ,1
O   X    ,9
X    O   ,7
 OX OOXX ,9
 X  O XXO,1
O X XO OX,7
 OXOXO  X,1
 O    OXX,7
 OO X XX ,1
 O  X X  ,3
X        ,5
 XO   XO ,7
 OX   X  ,5
 XOOO  XX,7
 X X O  O,3
     X   ,5
  O XO X ,2
 XO  XO  ,5
X  O OXOX,5
 XO OXXOX,5
O XX    O,5
 OX XXOO ,4
         ,9
O X OX   ,9
OXX O OXX,4
O   X   X,3
         ,5
  O  X X ,7
X        ,5
    O  XX,7
OXX    O ,5
         ,9
XO      X,5
 XX OX OO,1
OXX OX O ,9
  XX  O O,8
         ,5
         ,1
 XO  X   ,9
         ,3
   X    O,3
        X,5
X       O,3
         ,3
 XXO OX O,1
 XX    OO,1
   O X   ,9
XX O XOOX,3
   O X   ,3
         ,5
         ,1
 X       ,5
 XXOO O X,1
X OOXX XO,2
         ,5
OX  OOXX ,9
OXO O XX ,9
O X X  O ,7
         ,3
         ,7
    OX   ,9
 XO     X,1
 X    O  ,3
O  OXO XX,2
        X,5
 OX XO  X,1
OXOX   X ,5
OXOOOXXX ,9
XXOO X OX,5
   O X   ,3
  O   X  ,9
         ,7
X   OOX  ,4
 O  X X O,3
OO XX X O,3
   XO XXO,1
OOX X O X,6
XXO XO   ,9
O  OXX  X,7
OO XXO  X,3
OXXOXX O ,7
   O XOX ,1
X      XO,9
XOO O  XX,7
 O  X XO ,3
OXOOOX XX,7
XX O OO X,3
 X X O O ,9
OOXOX   X,6
         ,1
O X X    ,7
X  OX O  ,9
   X     ,5
O XOX   X,7
         ,3
X   X OO ,9
XX  XOXOO,3
         ,3
XX  OXXOO,3
XX OO XO ,3
X XO XOXO,2
   O X   ,3
 X     O ,1
X OXOX XO,7
  X      ,5
         ,5
XXOOXXO  ,8
    XO OX,1
OXXXX OO ,9
XX  OO   ,3
 XX OOOX ,1
 X OXO   ,8
XOO OX  X,7
         ,3
 O OXOX X,1
       X ,5
   X  X O,1
  O  OXX ,9
 X       ,5
XXOX OOX ,5
XOXO OOXX,5
 O OX X X,1
X X  OO X,2
XXO   XOO,4
 X X  OOX,5
 XX    OO,1
 O  X O X,1
OX    XXO,5
OX   OXOX,5
         ,7
OOX   X  ,5
X O XOOX ,2
X    OOX ,9
 XO    X ,5
         ,5
O  XX O X,6
 XXOO XO ,1
         ,7
   X     ,5
XO XXO  O,7
      X  ,5
XOX XX OO,7
XX  OOOXX,3
         ,5
    X    ,5
 XXO  OX ,1
OXOX     ,1
OOXX XXOO,5
X X OO X ,4
X  X O O ,7
  OXXOXO ,1
OO X O XX,7
XOXX XO O,8
   XOX  O,1
 XXO  OXO,1
         ,3
   X     ,5
XO OXOXX ,3
  XOO   X,6
XO OOXXX ,9
XOXX  OOX,5
OO XXOOXX,3
XX  O   O,3
O  X  X  ,9
  X  O OX,9
 X O  OXX,1
   X  O  ,1
OX O X  X,7
 O   XO X,3
O  XXOX  ,3
O XO   X ,7
 XXOO OXX,1
 XXOO X O,1
O X      ,3
    X    ,5
O   XXO  ,4
 XO     X,1
OX  X O  ,8
OXXO     ,7
  O  XXXO,3
O   XXOXO,2
         ,7
 X XO  XO,1
        X,5
 O XO X X,8
 O     X ,9
   X O   ,9
OXXXX O O,8
  X      ,5
  O  X  X,3
   O   X ,1
     XO  ,3
    O X X,8
        X,5
XO  OXXXO,4
  OX X  O,5
         ,3
         ,3
XOO XXXOO,4
XO XO O X,3
XOO X X O,4
  OOXXXOX,1
XO OOXOXX,3
     OX  ,9
OX      X,3
         ,3
         ,1
  XOXO OX,1
OXX O    ,9
  X      ,5
 X  O X O,1
  XO O  X,5
OXOXXO   ,8
 XXO XO  ,1
  OX     ,7
X  OOXX  ,3
XXOOO X X,6
         ,7
       X ,5
OX XO OXX,3
XOO  XX  ,4
XO OXOXXO,3
         ,3
   X     ,5
 XXOOXO  ,1
 OX X OXO,3
X X X O O,8
O    OXX ,9
X O  O X ,9
XXOOX XOO,6
X O XO X ,9
 X  X O O,8
 OX X  O ,7
         ,1
  XXOO   ,1
X        ,5
OXOX XX O,5
X  O     ,3
X OX X OO,5
X  O  O X,5
 X  OXX O,1
X  O    X,5
 OO  X  X,1
         ,9
  X    O ,7
 O  X   X,1
O OX  X X,2
O  O X XX,7
 XXOX O  ,1
X        ,5
  XOXO X ,2
XOOX     ,7
X OOXX  O,3
OX XOOXOX,3
  XX O   ,9
 XO   XOX,1
         ,1
O       X,1
   X OXO ,1
         ,7
XX OXOO  ,3
OX OX    ,8
X O X O  ,9
O  OX XOX,3
X  X XO O,8
  O XX   ,4
O  X     ,1
         ,1
  OX   OX,7
 XXOXO  O,1
XOOXX  XO,6
   XO   X,1
XO OO X X,8
 XXOO   X,6
  O X XOX,1
OXX OOOXX,4
         ,1
 X  X  O ,5
 X      O,3
 O    X  ,7
OXXO OXX ,5
  XXOO XO,1
O    XX O,5
   O OXX ,9
       XO,9
  XO  XXO,5
  XO X   ,9
     X   ,5
OO XX X O,3
X        ,5
         ,1
 XXO OX O,1
X O   XO ,4
O     X  ,7
         ,9
 X  XO   ,8
O OXO XX ,9
O OX X  X,2
   XX O O,6
     O X ,1
  X  O   ,7
XXO OX OX,7
      X  ,5
   O X   ,5
O OX  OXX,2
 O     X ,9
XO XO O X,3
OXX O O X,6
O OXX X O,6
OX OXX   ,7
O  XOXXOX,2
X    O  X,5
     X   ,5
         ,5
 X  X O  ,8
 X  X  OO,7
 XX     O,1
         ,1
  O X  OX,1
O   X XO ,3
  O OXX X,8
      O X,1
 X  OOX X,4
         ,9
X O   X  ,4
 OX O   X,6
         ,7
        X,5
XXOOXXO O,8
      X  ,5
X O  XOX ,5
X   OXXOO,4
OXO XXOOX,4
  O     X,1
         ,9
         ,1
XO  XOXO ,3
OX  O XX ,9
  X XO   ,7
XOXOXXO O,8
 OX  O X ,9
  XXOX  O,1
 X OXXO O,8
O  O X  X,3
  X      ,5
 XXOX OOX,1
      X  ,5
 X      O,3
         ,7
OX  X   O,8
 XOXXO O ,9
         ,1
 XOXX O O,6
         ,5
OO X  XX ,3
OX OXXXO ,3
O XX     ,7
O    X X ,5
OXXX OOOX,5
XX   OXO ,3
XO O  XX ,9
  O   X X,8
      X  ,5
 OO    XX,7
XX  XOO O,3
O X O  XX,6
X       O,9
XO  X OXO,7
 XO O  XX,7
 X  O    ,9
 OOX XXO ,1
  XO   X ,5
  O   X X,8
       X ,5
X X   O O,2
X        ,5
       X ,5
  O X  OX,1
         ,7
 O X OXOX,1
OXO     X,3
         ,1
XOX     O,3
 X XO OX ,3
 OXXX   O,6
         ,3
  X   O X,6
XX XO O  ,3
  X      ,5
         ,9
     X   ,5
   XX   O,6
 O  XX O ,4
O     X  ,9
  OX XO  ,5
       X ,5
  OOX XOX,1
 X   O   ,1
 O      X,7
 X OXXOO ,1
OX X O X ,5
   X   O ,5
 X     XO,5
XX O OXO ,3
X X XO O ,2
 X    O  ,3
  XO     ,9
         ,1
   O   XX,7
O XOXO XX,7
 XX    OO,1
X O XXO  ,4
XX  O  OX,3
  OX  X  ,1
X XO  OOX,2
 OX  X O ,9
OOX  O XX,7
 O X XXOO,1
         ,3
 O XXOXXO,3
    O  XX,7
OXXO  X O,5
XXO X O O,8
XO X X  O,5
 XO  XXO ,3
         ,3
O XO X   ,9
OX    OXX,4
         ,5
    O XXO,1
       OX,3
O   X XXO,2
XXOOXXOO ,9
    X    ,5
X OXX  OO,6
  X    O ,5
 X O     ,5
 O X OX X,1
         ,1
 OOX  XX ,1
  O OXX  ,9
X X O X O,2
   XOX O ,2
X O  OX  ,4
X OX O OX,5
 O  XO  X,1
  OXXOX  ,9
   OXXOXO,2
 XXO OX O,1
XO  XOOX ,9
 XO   OX ,5
    XOX  ,3
         ,5
OX  XOX O,3
XOXO XXO ,5
XO X   XO,7
   XOXOX ,3
   OX  X ,2
 XO      ,1
  XXOOO X,1
XX  O OX ,3
X OOXO X ,2
 O X X   ,5
O  X  X  ,1
   X O   ,7
OXO XOXOX,4
    O X  ,9
X X XO OO,2
  XOXO XO,2
  X  O   ,3
OOXXOX   ,9
 OXXX OXO,6
 XO X    ,8
X XO  O X,2
  O    X ,3
OXOXXOO X,8
  OOXOXX ,2
X XOX   O,2
 XOOXXX O,8
 X O OX  ,5
         ,7
OXOX    X,1
X OOOXXX ,9
X X    O ,2
 X XOXOXO,1
      XXO,3
  O X    ,7
         ,9
  O    XX,7
        X,5
   O OXX ,9
 XOXXOO X,1
         ,7
X  XXO  O,3
OOX O X X,6
XOOX  OX ,5
  O    X ,3
 X       ,5
   OOXXOX,3
         ,3
XOX OXX O,8
X OX  O X,5
         ,5
OXOX O  X,7
 X    XO ,1
O XOXX  O,7
       X ,5
         ,5
X O OXXOX,2
    XOX  ,3
XX XOO   ,3
XOO  X  X,5
XO       ,9
        X,5
 X    X O,7
 XXO OO X,1
   O X OX,3
X  O X   ,3
  XX OXO ,1
X   O XXO,4
  X      ,5
       XO,1
OXXO X XO,5
 X OX  OX,1
         ,9
XXOX  O  ,5
 O X X XO,5
O XXXOOOX,2
XX    O  ,3
XOXXOOO X,8
 X O  XXO,5
XOXXOO XO,7
     XO  ,1
 OO    XX,7
 XOXOOXOX,1
  X      ,5
XO  XX O ,4
   XOOX  ,1
OOXX OXX ,5
O O XXO X,4
   X     ,5
OXO XXXO ,4
         ,3
X    O XO,3
OOX X O X,6
O X   XO ,5
   OX    ,1
X    O OX,5
XOO  XXOX,5
  OX O  X,1
O  X     ,5
         ,3
 X  X  O ,9
X XX O OO,2
O XX  OX ,1
         ,1
 O XOX   ,8
  XO   X ,7
 X    O  ,3
   O    X,5
   X     ,5
O OX  X X,2
O XX XOO ,5
  OOXX  X,1
X        ,5
         ,3
         ,9
 O  X   X,1
  OXX    ,6
         ,7
     X  O,7
XO  O  X ,9
 XX  OX O,1
  XOX    ,7
XXO   O X,5
         ,3
OXOOX   X,8
         ,7
XOOX   X ,7
XO X  O X,5
XX   O   ,3
XOOOOXXX ,9
 O X     ,3
X   OOXOX,4
XXO XXOO ,9
  XO     ,5
  OO XX  ,1
   XXO   ,5
 OOOXXXXO,1
 O OX X  ,3
X X  OX O,2
    X    ,5
OXXXO    ,9
 O O  XX ,9
 OX O  X ,5
OO  OXXX ,9
    X O X,1
O XX X  O,5
X  OXO   ,9
X   O   X,5
 X XX OO ,9
O X XOOXX,4
  X      ,5
X OOXX XO,2
  O XXOOX,1
     X  O,5
        X,5
XOX OO XX,4
    X    ,5
         ,7
XXOO XO X,5
OXOXX   O,6
 XOOXXXOO,9
OXXXO XO ,9
X O      ,7
 XOX     ,7
  O   X X,8
   O    X,7
      X  ,5
X   O    ,9
  O XXXO ,4
O XO    X,6
        X,5
OO XXO  X,3
  X    O ,1
  X OX   ,9
X     O  ,7
X  OOXOX ,3
   X     ,5
 O  O XX ,9
OXX  O  X,3
XOXX OOOX,5
         ,9
X XXO  O ,2
    XO   ,9
         ,5
     X   ,5
 XXO X OO,1
 OX      ,3
  X OO X ,4
X   OX O ,2
OX X OXXO,3
O OOXX  X,2
XOOOXX XO,3
OOX X OXX,4
X O    X ,9
       X ,5
      X  ,5
XOO OXX X,8
   X  O  ,1
XO XO   X,8
         ,9
O       X,7
X  XOO XO,7
  OXX    ,6
 XOX OXOX,1
 O  XO XX,1
   X     ,5
         ,1
         ,3
   OXOX  ,3
    X    ,5
O   X    ,7
 OXXOXX O,1
 X OXOXOX,1
 XXX OOO ,1
XX  OXO  ,3
         ,5
   O    X,5
         ,9
XO OXOXXO,3
      X O,1
       XO,7
X OOX  X ,2
OOX X OXX,4
 XX O OX ,1
O  OXX OX,3
    X    ,5
         ,7
 O X X OX,5
O  XOXOXX,3
     X   ,5
         ,5
     X  O,9
    OXX  ,5
XX  OOX  ,4
         ,7
         ,1
XO   XO X,3
         ,3
  X  X  O,3
 OO   XX ,9
 X       ,5
  OXX O  ,6
O  X     ,9
         ,7
OXO  XOX ,5
         ,7
         ,5
  O    X ,5
X   OX   ,3
    O   X,1
XOXO X  O,9
X   O X  ,4
  O X XOX,1
 O OX OXX,1
OX  X    ,8
XXOX OOOX,5
 XXXOXO O,1
         ,7
 OX OX   ,9
X  X O O ,7
         ,7
  XX XO O,8
         ,5
        X,5
O  X     ,7
         ,3
OOXX XXOO,5
 XO    X ,5
         ,1
   O X  X,3
X        ,5
         ,5
 OXXX O O,6
         ,1
         ,1
O   O X X,8
  XOX    ,7
XX O   O ,3
XXOOX  O ,9
 O  X    ,7
X  XX O O,8
XOXO OXX ,5
   X     ,5
O  X   X ,5
 X   O   ,3
  X O    ,3
  X OO X ,4
 OOXOXXXO,1
O XO   XX,7
 X  O    ,3
X OOXO X ,2
         ,5
OXOXO XOX,6
   OOX  X,3
         ,5
X  O  X O,5
OX O XXOX,3
       X ,5
OO  X XXO,3
X X X O O,8
  OOX OXX,1
X XO    O,2
XOO XXXO ,4
  X OOXOX,2
XX  X  OO,7
  X      ,5
         ,3
OOXX     ,7
  X  O   ,1
  O   X  ,7
X O X    ,9
XO  XO X ,9
 XOXO  OX,7
 X O XOX ,1
 XXXO OO ,1
 XO    XO,5
X        ,5
XX OO  X ,6
XX O  OOX,3
O     XXO,5
  O X OX ,2
X O XXO O,4
 O  X    ,3
 XXO  O X,1
X   X OO ,9
  OX OOXX,5
XOO OXX  ,4
XX  XOO  ,3
  XOX OXO,2
X OX X OO,5
    OXXXO,1
 XXO O X ,5
  X   O  ,9
XOX  OX O,4
O OOX  XX,2
  X O X  ,5
        X,5
 OXOOXXXO,1
         ,9
   O X   ,9
    OO XX,7
         ,1
         ,9
         ,3
X  X O O ,7
  OXOX X ,7
 XOX  O X,5
    OO XX,7
         ,9
XOO  XO X,5
  OXX  XO,6
         ,7
 X   XO  ,3
         ,3
 OX X   O,7
  X O   X,6
 OOXOXX  ,1
         ,5
   O   X ,3
         ,5
  X      ,5
  X O    ,3
         ,3
    OX   ,3
         ,7
  X     O,3
O    XXO ,7
X      OX,5
O X  OX  ,5
X O   XO ,4
 X XOX O ,5
  X      ,5
 X O  OXX,1
 X  OXO X,3
XX  OX O ,3
 O     X ,5
 O OX X  ,3
 X       ,5
XOX OOX  ,4
         ,3
OO X XX O,5
X X OXO O,2
  X OXXO ,2
  OX     ,9
 OX      ,9
  OX  XXO,6
OX    XXO,5
      X  ,5
 X   XO O,8
 X  OXO X,3
 X     OX,7
X      XO,9
OO X XXO ,5
 X       ,5
 O  OXXX ,9
  X     O,1
       X ,5
         ,9
XX OO OX ,3
     X   ,5
O X  OX  ,5
X O O  X ,7
      X  ,5
   X   O ,3
 XXOXOO  ,1
X   X   O,7
X  OX XO ,3
 X       ,5
O XXO  X ,9
 XXOXXOO ,1
 X XO O  ,3
         ,1
X    O   ,9
OX  OX  X,3
    X    ,5
O XXX O  ,6
 OO XXXO ,4
  O X    ,7
O   XOXOX,3
     X   ,5
OO X   X ,3
         ,7
  OX     ,7
XOOX    X,5
 XXOO    ,1
  XO  XO ,5
X  XOOOX ,3
    X    ,5
         ,7
 O   X   ,7
 O   X   ,7
      X  ,5
  O OX  X,7
    X    ,5
XO  XOOX ,9
        X,5
 X       ,5
         ,7
 X       ,5
 XO OX X ,7
OXX  O XO,5
  X  X  O,7
OOX X  OX,6
 XO      ,9
XO   OX  ,4
 X OXX  O,8
O X XO X ,2
     X   ,5
XO OXOXX ,3
X   X   O,5
      X  ,5
         ,7
    X O  ,1
  X      ,5
O XXX O O,6
   X O XO,3
         ,5
X X  O   ,2
XO O X  X,3
         ,5
O OXX  OX,6
  X   OX ,7
OXXX  OO ,9
OXX  OOXX,4
  XXOX O ,2
O XX XXOO,5
         ,1
X     OXO,9
 X       ,5
 OX   XOX,5
 X OO   X,6
X  OXOXXO,3
 X       ,5
 O  XOX  ,3
 XX O  O ,1
  X      ,5
  O O X X,8
   XO  X ,7
       X ,5
         ,3
X O O XOX,4
XX  O O  ,3
   X OX  ,1
X X X  OO,7
    X    ,5
XX O O   ,3
         ,3
 XXXOOX O,1
X O X OX ,2
OXO   XOX,6
OX X XOXO,5
O OXXOOXX,2
 X       ,5
O       X,9
  XXOOOX ,9
         ,7
 OXXOXO  ,9
         ,1
 X O    X,3
X O      ,7
X  X  OOX,5
X  O   X ,7
O XOO  XX,6
    X    ,5
    XO X ,2
X O O  X ,7
X XXO OXO,2
  XOX OX ,1
OXO XXX O,4
 OOX OXX ,1
 O XX   O,6
X  X  O  ,7
O O  XXXO,2
         ,7
X O OXX O,4
O OOXXXXO,2
   X     ,5
XOXXO OXO,6
     X   ,5
  X  OX  ,5
X        ,5
 XO   OX ,5
X XOX  OO,2
  O XOOXX,1
X        ,5
      X  ,5
    X    ,5
 OOOX X X,1
X OX O   ,7
OX XXOXOO,3
 X  OO XX,4
OX OXX OX,7
     O X ,1
 O XOOX X,1
         ,7
XX O XOXO,3
O   XX O ,4
    X O  ,3
X O  XXOO,4
  X O    ,7
O  O   XX,7
XO   X XO,9
OX OXOX  ,3
    O  XX,7
  XOXX O ,7
  X      ,5
OOXX OXOX,5
    X OXO,2
 O O   XX,7
X        ,5
XX OX OO ,3
         ,7
X X OOO X,2
         ,7
       X ,5
  OX     ,3
 XXXOO XO,1
X OXOX OX,2
OX       ,9
  XXOX  O,1
        X,5
         ,3
O O  XX  ,2
XXOX XO O,5
  XX XO O,8
OX OX    ,8
O   XX XO,2
OO X    X,3
O X      ,5
 O X   X ,3
X O  XX O,4
OO  OXX X,3
 XX OOOX ,1
 O X XX O,1
X O   X  ,4
    X   O,7
 X XO X O,1
  XX  XOO,1
XX OOXOXO,3
         ,3
XOOXO   X,7
    OXX  ,7
  XX   OO,7
  X  O X ,7
         ,7
XXO O   X,7
OO   XXX ,3
X        ,5
         ,3
X  OOXOXX,3
  OXX O  ,6
         ,7
 O    X  ,3
    OX OX,3
XXOXX  OO,6
XX O    O,3
 OXO  X  ,5
     X OX,3
O XO XX  ,5
O O XO XX,2
 XXXO   O,1
OX  OX OX,3
  XO  XOX,5
XXOOXX  O,8
 XO    X ,5
X O  O X ,9
OO  X X  ,3
         ,7
 XOX O   ,9
 OXOXOOXX,1
 XX OOXO ,1
OXX X  OO,7
X  O X   ,1
XOOX   XO,7
 O X     ,1
 X       ,5
   X   O ,9
 XOO X  X,9
 O OX OXX,1
XOXX OOOX,5
  O     X,3
         ,9
   X     ,5
   OXX OX,1
 O  X O X,1
 OXO    X,6
OOXXOXOX ,9
OXXOOXXO ,9
    X  XO,2
 O     X ,5
OXOOXXXO ,5
OO X OX X,8
 OOOXXOXX,1
  O XXX O,4
         ,1
XX      O,3
 OX  X  O,3
XX OXO O ,3
OO XX XOX,3
         ,9
X OO    X,5
OXOXO  X ,7
OOX X  OX,6
  OX  OXX,5
XO O O XX,5
   OX XO ,3
        X,5
   O XO X,3
O XXO   X,6
XXO   OXO,5
   XO   X,9
        X,5
  OXO X X,1
OXOOX X  ,8
XO  XXOXO,4
OOXX X O ,5
  OX X  O,5
O  O X X ,7
  X OOX  ,4
O  X X  O,5
        X,5
O X   OX ,4
         ,7
XO XOXO  ,3
  X XO O ,7
    X    ,5
  XOX  O ,7
O  OXX OX,3
O    X X ,3
XX  OO OX,3
XXO      ,1
XOX XO  O,7
O  XO X  ,9
         ,1
X OX  OX ,5
         ,1
         ,9
X OX XO O,5
OXO X X O,8
 X       ,5
 XO  XXO ,7
OO  XX   ,4
 XO X O  ,8
OXO XXOOX,4
OO  XXX O,3
 OX      ,9
XO  OX X ,5
        X,5
      X  ,5
 X    O  ,1
  OX     ,3
         ,7
O  XOX OX,3
OX   XOOX,3
   X    O,9
      X O,5
         ,5
O      X ,1
   XX  O ,6
    OXOXX,3
XO  X OX ,9
    O X  ,5
         ,5
OO   XXX ,3
    OOX X,8
 X       ,5
    O  X ,5
X OO XXXO,5
  OX O XX,7
         ,9
 O    X  ,9
 X O OXXO,5
         ,3
X   X XOO,3
 OOO XX X,8
         ,9
OOXXOXX  ,8
         ,7
 XX O OXO,1
O X O XX ,9
         ,3
  O XXOX ,2
XOO  XXOX,5
O O  XXXO,2
O XXOOX  ,9
     O  X,9
    X   O,5
  O    X ,9
O XX  O  ,9
X O OX XO,7
X O     X,5
 XO XO   ,8
  X      ,5
 O  XXOX ,4
 X O OXX ,5
XO OXX O ,9
X O      ,9
 O  XX O ,4
   X  O  ,9
 XO OXXXO,1
OXO X X  ,8
  O  XOX ,5
         ,3
O X  O  X,9
 OOX  X  ,1
XOX  OXOX,5
